,PLAYER,TEAM,GP,W,L,MIN,PTS,Drive PTS,Drive FG%,C&S PTS,C&S FG%,Pull Up PTS,Pull Up FG%,Paint Touch PTS,Paint Touch FG%,Post Touch PTS,Post Touch FG%,Elbow Touch PTS,Elbow Touch FG%,eFG%
18,Andre Iguodala,GSW,2,0,2,12.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,100.0
19,Andrew Nembhard,IND,54,23,31,27.0,8.0,2.1,41.9,2.8,33.8,2.1,36.5,0.3,57.1,0.0,0.0,0.2,60.0,49.9
20,Andrew Wiggins,GSW,36,18,18,32.3,17.1,1.6,34.3,7.1,43.9,2.4,33.9,3.3,63.5,1.0,59.3,0.6,56.3,56.0
21,Anfernee Simons,POR,56,27,29,35.5,21.4,5.8,53.3,6.3,40.5,7.2,39.2,0.5,68.2,0.0,0.0,0.3,69.2,55.3
22,Anthony Davis,LAL,36,17,19,33.2,25.6,2.1,50.8,2.1,30.8,2.1,42.7,13.4,70.5,3.9,49.0,3.7,54.1,57.3
23,Anthony Edwards,MIN,61,31,30,36.2,24.9,9.4,53.4,3.5,42.4,7.2,35.0,0.8,74.2,0.4,52.6,0.3,69.2,53.2
24,Anthony Gill,WAS,41,17,24,10.0,3.1,0.4,46.2,0.3,25.0,0.0,14.3,1.6,83.3,0.0,0.0,0.3,75.0,62.5
25,Anthony Lamb,GSW,43,22,21,19.5,6.9,0.9,70.0,3.7,39.1,0.3,35.7,1.0,64.5,0.0,0.0,0.3,62.5,61.1
26,Austin Reaves,LAL,42,20,22,27.7,10.6,3.0,57.1,3.2,38.7,1.7,42.5,0.7,61.1,0.0,0.0,0.3,55.6,59.3
27,Austin Rivers,MIN,46,23,23,20.8,5.4,2.0,58.3,2.5,38.8,0.2,15.0,0.1,50.0,0.0,0.0,0.1,100.0,56.2
28,Ayo Dosunmu,CHI,56,25,31,28.5,9.5,3.0,61.5,2.5,32.9,0.7,36.0,0.8,64.3,0.0,0.0,0.3,85.7,55.2
29,Bam Adebayo,MIA,54,29,25,35.3,21.6,4.5,52.6,2.2,46.1,2.9,43.6,7.4,61.3,1.7,51.4,5.1,59.1,54.4
30,Ben Simmons,BKN,42,24,18,26.3,6.9,1.7,52.5,0.1,40.0,0.2,23.5,3.4,71.1,0.5,50.0,0.8,51.6,56.6
31,Bennedict Mathurin,IND,61,26,35,28.2,17.2,6.1,45.0,2.5,30.5,2.6,34.3,1.8,62.0,0.0,0.0,1.1,71.0,48.5
32,Bismack Biyombo,PHX,46,25,21,14.0,3.8,0.0,0.0,0.1,33.3,0.0,50.0,3.0,60.6,0.3,31.6,0.9,51.4,57.2
33,Blake Griffin,BOS,26,17,9,14.4,4.9,0.2,33.3,2.2,45.2,0.0,0.0,1.8,72.4,0.3,60.0,0.7,72.7,61.4
34,Blake Wesley,SAS,15,2,13,14.0,4.7,1.1,29.2,1.6,44.4,1.0,28.0,0.3,25.0,0.0,0.0,0.2,50.0,43.8
35,Boban Marjanovic,HOU,19,1,18,4.4,2.9,0.0,0.0,0.1,33.3,0.2,28.6,1.6,92.3,1.3,55.6,0.7,83.3,65.6
36,Bobby Portis,MIL,47,30,17,26.8,14.4,1.7,56.9,4.7,40.2,1.7,38.1,4.1,62.4,2.1,52.8,0.9,67.7,55.1
37,Bogdan Bogdanovic,ATL,34,16,18,29.8,14.6,3.5,52.0,6.4,39.8,4.6,41.4,0.4,50.0,0.1,50.0,0.4,50.0,53.6
38,Bojan Bogdanovic,DET,56,15,41,32.0,21.5,6.2,55.8,5.9,46.2,5.4,43.3,0.7,48.5,0.5,36.0,0.8,58.1,56.9
39,Bol Bol,ORL,55,22,33,23.0,10.2,2.5,55.6,1.1,33.9,1.5,36.1,3.0,82.8,0.1,40.0,0.5,84.6,61.0
40,Bones Hyland,LAC,44,30,14,19.4,11.9,3.0,35.9,3.1,38.3,4.0,34.0,0.1,40.0,0.0,0.0,0.1,75.0,50.3
41,Bradley Beal,WAS,36,20,16,32.9,23.1,9.4,58.2,3.8,43.1,6.9,47.1,1.7,67.6,0.2,40.0,1.3,50.0,57.2
42,Brandon Boston Jr.,LAC,21,8,13,11.7,6.8,2.1,35.6,0.7,31.3,2.2,40.0,0.2,28.6,0.1,33.3,0.1,50.0,47.1
43,Brandon Clarke,MEM,52,29,23,19.9,10.3,0.8,53.8,0.9,48.9,0.3,63.6,6.1,69.8,0.1,25.0,2.6,67.4,66.2
44,Brandon Ingram,NOP,25,12,13,32.3,23.0,9.5,52.4,4.3,43.8,8.6,42.4,0.6,66.7,1.1,46.2,1.2,72.2,51.5
45,Braxton Key,DET,3,0,3,3.0,1.3,0.0,0.0,0.0,0.0,0.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
46,Brook Lopez,MIL,57,40,17,30.3,14.5,0.9,63.6,5.9,38.6,0.8,38.2,5.6,67.9,1.9,63.1,1.1,52.2,59.1
47,Bruce Brown,DEN,59,42,17,28.7,11.1,2.7,43.9,3.6,39.4,1.4,38.3,1.5,65.5,0.1,100.0,0.7,69.0,56.3
48,Bruno Fernando,ATL,32,9,23,11.5,4.1,0.1,16.7,0.0,0.0,0.1,50.0,3.2,58.6,0.1,66.7,0.5,41.2,52.1
49,Bryce McGowens,CHA,26,8,18,14.7,4.1,1.3,33.3,1.3,37.9,0.1,7.7,0.4,62.5,0.0,0.0,0.0,0.0,44.2
50,Bryn Forbes,MIN,25,9,16,10.7,3.6,1.0,38.1,1.2,29.4,1.1,37.5,0.1,100.0,0.0,0.0,0.0,0.0,44.6
51,Buddy Boeheim,DET,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Buddy Hield,IND,61,26,35,32.1,17.5,2.4,45.8,8.3,42.2,4.4,42.7,0.7,72.0,0.0,0.0,0.2,71.4,59.4
53,CJ McCollum,NOP,53,26,27,35.0,21.2,6.5,48.6,5.0,38.4,8.6,42.8,0.3,52.9,0.0,0.0,0.6,56.5,51.5
54,Cade Cunningham,DET,12,3,9,33.3,19.9,9.8,46.9,2.4,30.3,8.0,41.5,0.8,60.0,0.3,100.0,0.3,66.7,45.3
55,Caleb Houstan,ORL,34,12,22,16.1,4.2,0.1,50.0,2.9,37.5,0.2,50.0,0.6,50.0,0.0,0.0,0.0,0.0,54.5
56,Caleb Martin,MIA,49,26,23,30.3,10.1,1.6,47.0,3.5,35.1,1.8,45.0,1.6,64.2,0.0,0.0,0.4,69.2,53.3
57,Cam Reddish,POR,24,10,14,22.6,9.4,2.8,50.0,2.9,33.3,0.9,32.0,0.9,73.3,0.0,0.0,0.5,55.6,52.2
58,Cam Thomas,BKN,41,25,16,16.6,10.8,4.6,46.5,1.2,50.0,3.9,40.5,0.3,83.3,0.0,0.0,0.3,55.6,51.4
59,Cameron Johnson,BKN,20,14,6,25.9,14.0,2.1,58.6,7.0,41.6,2.1,40.9,1.1,60.0,0.0,0.0,0.5,55.6,58.6
60,Cameron Payne,PHX,28,15,13,24.0,12.1,4.9,43.2,2.8,33.3,4.4,42.0,0.2,75.0,0.0,0.0,0.0,0.0,49.0
61,Caris LeVert,CLE,56,33,23,30.5,11.9,4.7,43.8,2.9,37.4,2.8,32.0,0.5,45.8,0.0,0.0,0.3,35.7,48.6
62,Carlik Jones,CHI,1,0,1,21.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Cedi Osman,CLE,59,37,22,21.1,8.9,1.4,44.4,3.5,34.7,0.9,32.1,0.7,70.4,0.0,0.0,0.3,90.9,55.2
64,Charles Bassey,SAS,27,5,22,13.8,5.1,0.0,0.0,0.4,33.3,0.2,40.0,4.4,71.0,0.3,50.0,0.7,50.0,65.4
65,Chima Moneke,SAC,2,1,1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,50.0
66,Chimezie Metu,SAC,45,26,19,10.9,4.9,0.2,37.5,0.6,29.0,0.0,16.7,3.3,70.7,0.2,50.0,0.5,50.0,62.3
67,Chris Boucher,TOR,54,27,27,20.8,9.8,0.5,36.8,2.5,32.9,0.4,37.5,4.5,62.7,0.0,0.0,0.3,46.2,54.7
68,Chris Duarte,IND,37,14,23,19.2,7.9,2.1,45.5,2.1,31.3,2.5,31.7,0.4,70.0,0.0,0.0,0.2,33.3,44.2
69,Chris Paul,PHX,39,20,19,32.0,13.7,4.3,51.3,2.1,49.1,7.8,41.2,0.1,50.0,0.1,33.3,0.0,0.0,49.7
70,Chris Silva,DAL,1,1,0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,100.0
71,Christian Braun,DEN,55,39,16,15.3,4.3,0.9,46.5,1.0,33.9,0.4,33.3,0.6,65.2,0.0,0.0,0.2,80.0,55.4
72,Christian Koloko,TOR,45,21,24,14.6,3.5,0.0,0.0,0.2,20.0,0.0,0.0,2.8,56.2,0.0,0.0,0.4,33.3,49.2
73,Christian Wood,DAL,49,27,22,27.6,17.7,3.2,56.1,5.3,41.7,0.9,26.0,4.6,67.4,1.6,60.0,1.6,65.0,59.7
74,Chuma Okeke,ORL,19,5,14,21.3,5.2,0.9,38.5,2.7,29.8,0.4,30.0,0.4,75.0,0.1,0.0,0.1,100.0,46.6
75,Clint Capela,ATL,43,23,20,26.9,12.2,0.1,28.6,0.0,0.0,0.0,0.0,10.7,64.4,0.3,33.3,1.4,70.0,62.7
76,Coby White,CHI,50,22,28,22.4,8.8,2.0,50.0,4.3,36.9,1.3,32.5,0.1,75.0,0.0,0.0,0.0,100.0,51.8
77,Cody Martin,CHA,7,2,5,19.1,5.0,1.9,45.5,1.6,40.0,0.3,10.0,0.6,66.7,0.0,0.0,0.0,0.0,43.1
78,Cole Anthony,ORL,40,19,21,24.9,12.1,5.1,50.7,2.4,34.4,3.3,42.3,0.8,70.6,0.0,0.0,0.2,100.0,50.1
79,Cole Swider,LAL,6,1,5,6.7,1.5,0.0,0.0,1.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
80,Collin Sexton,UTA,47,24,23,24.0,14.3,7.0,53.6,1.9,38.5,2.4,46.0,1.1,56.3,0.0,0.0,0.2,40.0,55.9
81,Corey Kispert,WAS,50,24,26,27.2,9.5,1.2,53.7,5.4,41.7,0.4,33.3,0.8,62.1,0.0,0.0,0.3,50.0,61.5
82,Cory Joseph,DET,41,10,31,15.8,4.7,1.6,48.1,1.3,34.0,1.4,33.8,0.1,40.0,0.0,0.0,0.0,33.3,46.1
83,D'Angelo Russell,LAL,58,30,28,32.4,17.6,4.3,53.3,4.8,40.0,6.5,43.1,0.6,56.0,0.1,40.0,0.4,66.7,56.4
84,Daishen Nix,HOU,41,11,30,15.5,3.7,1.0,38.9,1.3,26.9,0.9,38.7,0.2,100.0,0.0,0.0,0.0,100.0,44.5
85,Dalano Banton,TOR,26,14,12,9.5,4.6,0.5,22.2,1.3,31.4,0.5,17.2,1.0,76.5,0.0,0.0,0.2,66.7,47.3
86,Dalen Terry,CHI,22,10,12,5.2,1.5,0.5,50.0,0.3,18.2,0.1,33.3,0.2,50.0,0.0,0.0,0.0,0.0,41.7
87,Damian Jones,UTA,24,7,17,8.2,2.6,0.0,0.0,0.1,20.0,0.0,0.0,2.2,63.3,0.1,0.0,0.2,25.0,56.1
88,Damian Lillard,POR,46,23,23,36.2,31.4,10.9,57.8,4.8,38.8,10.3,40.6,0.3,72.7,0.2,50.0,0.3,66.7,57.0
89,Damion Lee,PHX,60,32,28,22.1,8.8,1.8,43.7,4.9,45.6,0.9,31.6,0.3,58.3,0.0,0.0,0.2,83.3,56.4
90,Daniel Gafford,WAS,56,26,30,18.7,8.4,0.5,83.3,0.1,33.3,0.1,100.0,6.1,79.1,0.3,50.0,1.3,70.2,74.5
91,Daniel Theis,IND,7,1,6,15.5,7.0,0.6,100.0,1.4,23.5,0.0,0.0,3.1,50.0,0.0,0.0,1.7,55.6,50.0
92,Danny Green,CLE,4,1,3,13.8,3.0,0.0,0.0,3.0,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
93,Danuel House Jr.,PHI,37,24,13,14.8,4.4,0.8,57.9,1.1,27.7,1.2,44.4,0.6,90.0,0.0,0.0,0.2,75.0,55.8
94,Dario Saric,OKC,39,18,21,14.3,5.9,0.9,32.4,2.3,38.3,0.4,31.8,1.6,60.0,0.5,46.7,0.3,66.7,50.8
95,Darius Bazley,PHX,36,16,20,15.4,5.4,1.3,39.4,1.6,41.7,0.1,20.0,1.5,55.0,0.1,0.0,0.6,50.0,50.6
96,Darius Days,HOU,3,0,3,7.8,5.0,0.0,0.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.1
97,Darius Garland,CLE,52,28,24,35.2,21.8,8.7,50.6,3.6,46.0,7.7,42.7,0.3,75.0,0.0,100.0,0.4,61.5,54.3
98,David Duke Jr.,BKN,16,7,9,8.8,2.9,1.7,52.0,0.0,0.0,0.0,0.0,0.3,33.3,0.0,0.0,0.0,0.0,43.8
99,David Roddy,MEM,47,29,18,17.7,6.4,1.5,47.6,2.4,29.1,0.5,45.8,1.0,71.4,0.1,100.0,0.2,36.4,49.8
100,Davion Mitchell,SAC,57,32,25,17.9,5.5,1.7,52.4,1.7,34.7,1.2,32.2,0.3,69.2,0.0,0.0,0.1,33.3,51.9
101,Davis Bertans,DAL,34,17,17,10.6,4.1,0.1,66.7,2.9,36.3,0.5,75.0,0.1,66.7,0.0,0.0,0.1,100.0,59.0
102,Davon Reed,LAL,38,25,13,8.8,2.3,0.4,21.4,1.0,32.5,0.6,32.1,0.1,50.0,0.0,0.0,0.0,0.0,43.3
103,Day'Ron Sharpe,BKN,32,16,16,10.2,4.0,0.1,25.0,0.5,66.7,0.0,0.0,2.6,57.1,0.1,12.5,0.7,66.7,56.0
104,De'Aaron Fox,SAC,53,32,21,33.9,24.9,11.8,58.3,2.6,36.4,8.2,41.7,0.7,83.3,0.1,66.7,0.3,63.6,55.4
105,De'Andre Hunter,ATL,49,27,22,32.0,15.9,3.9,42.2,4.9,37.1,4.1,50.3,1.0,58.3,0.5,66.7,0.9,57.6,52.4
106,De'Anthony Melton,PHI,55,37,18,28.2,10.5,1.7,44.3,5.1,41.7,1.8,36.3,0.6,54.2,0.0,0.0,0.3,77.8,54.7
107,DeAndre Jordan,DEN,34,21,13,14.6,4.9,0.1,100.0,0.1,100.0,0.0,0.0,4.3,80.5,0.1,66.7,0.2,37.5,77.6
108,DeMar DeRozan,CHI,52,24,28,36.3,25.3,9.7,58.7,2.2,37.1,10.0,47.4,0.4,45.0,2.2,63.8,0.9,43.2,52.1
109,Dean Wade,CLE,32,22,10,21.2,5.3,0.7,33.3,3.3,37.9,0.2,28.6,0.7,90.9,0.0,0.0,0.1,100.0,58.2
110,Deandre Ayton,PHX,51,24,27,30.2,18.7,0.2,30.8,3.4,43.3,1.2,46.0,11.7,64.6,3.3,53.6,4.5,58.2,59.8
111,Dejounte Murray,ATL,54,27,27,36.5,20.7,6.6,46.9,4.3,36.1,8.4,46.0,0.9,58.8,0.1,33.3,0.2,35.3,51.9
112,Delon Wright,WAS,29,19,10,22.5,6.2,2.1,40.7,1.0,22.7,1.6,45.0,0.4,62.5,0.0,0.0,0.2,100.0,50.7
113,Deni Avdija,WAS,56,27,29,26.3,9.1,2.7,53.8,2.4,30.9,0.3,18.4,1.6,46.7,0.0,100.0,0.5,61.9,49.4
114,Dennis Schroder,LAL,47,24,23,29.9,12.1,4.8,45.8,3.3,37.3,2.4,42.0,0.1,42.9,0.0,0.0,0.1,50.0,48.7
115,Dennis Smith Jr.,CHA,38,11,27,25.0,8.4,3.7,48.8,1.2,26.2,1.2,27.2,0.9,66.7,0.1,100.0,0.3,62.5,45.2
116,Deonte Burton,SAC,2,1,1,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Dereon Seabron,NOP,5,2,3,2.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,100.0,0.0,0.0,0.0,0.0,40.0
118,Derrick Jones Jr.,CHI,45,17,28,15.1,5.2,0.4,66.7,1.2,34.6,0.0,50.0,2.2,57.1,0.0,100.0,0.6,55.6,55.1
119,Derrick Rose,NYK,26,11,15,12.9,5.8,2.4,43.8,1.0,24.3,2.2,42.9,0.4,55.6,0.0,0.0,0.2,40.0,45.5
120,Derrick White,BOS,60,43,17,27.7,11.9,3.3,51.6,4.5,39.1,1.8,42.6,0.7,55.2,0.0,0.0,0.3,46.2,55.3
121,Desmond Bane,MEM,36,22,14,31.2,21.6,5.5,47.5,4.6,40.4,6.5,44.7,0.9,60.9,0.0,0.0,0.9,63.6,56.1
122,Devin Booker,PHX,33,21,12,33.9,26.6,8.5,52.5,3.3,43.6,11.1,42.8,1.3,63.3,0.9,70.6,0.7,58.8,53.1
123,Devin Vassell,SAS,29,8,21,31.3,19.4,3.9,40.4,7.8,45.9,5.7,39.7,0.6,58.3,0.0,0.0,0.8,64.3,53.3
124,Devon Dotson,WAS,6,1,5,8.9,0.5,0.0,0.0,0.5,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
125,Devonte' Graham,SAS,58,27,31,16.4,6.1,0.7,32.3,2.6,34.7,1.9,36.3,0.1,100.0,0.0,0.0,0.1,100.0,50.2
126,Dewayne Dedmon,PHI,30,17,13,11.7,5.7,0.4,100.0,1.1,30.0,0.5,63.6,2.6,57.9,0.3,36.4,1.5,63.0,53.9
127,Dillon Brooks,MEM,53,32,21,30.5,14.7,4.7,44.6,3.9,32.7,4.2,34.8,0.8,57.6,0.2,60.0,0.3,53.8,45.3
128,Domantas Sabonis,SAC,56,32,24,34.6,18.8,2.1,63.6,2.5,43.6,0.3,46.7,8.4,67.3,2.2,60.2,5.2,67.4,62.8
129,Dominick Barlow,SAS,11,0,11,10.1,3.4,0.2,100.0,0.4,33.3,0.2,100.0,1.8,54.5,0.0,0.0,0.5,75.0,53.8
130,Donovan Mitchell,CLE,51,33,18,35.5,27.2,9.1,60.1,4.1,37.2,10.6,43.4,1.0,66.7,0.0,0.0,0.9,73.9,56.9
131,Donte DiVincenzo,GSW,48,26,22,25.2,8.6,0.9,43.2,5.5,43.8,0.7,27.3,0.8,61.3,0.0,0.0,0.2,71.4,57.3
132,Dorian Finney-Smith,BKN,44,21,23,32.0,8.9,1.0,35.7,5.3,35.5,0.3,22.2,1.5,74.4,0.0,0.0,0.3,100.0,53.0
133,Doug McDermott,SAS,51,14,37,20.5,9.8,1.5,40.0,4.6,40.5,1.8,42.9,0.9,67.6,0.0,100.0,0.3,70.0,57.4
134,Draymond Green,GSW,52,27,25,31.6,8.2,1.1,55.3,1.9,32.4,0.1,37.5,1.6,51.7,0.1,50.0,1.3,64.4,56.4
135,Drew Eubanks,POR,57,26,31,19.6,6.0,0.4,64.3,0.4,47.6,0.2,50.0,3.4,73.7,0.2,55.6,1.3,64.2,68.5
136,Dru Smith,BKN,8,4,4,12.1,2.8,1.3,55.6,0.8,25.0,0.5,33.3,0.3,100.0,0.0,0.0,0.3,100.0,47.8
137,Duane Washington Jr.,PHX,31,17,14,12.7,7.9,2.6,38.8,2.1,31.4,3.4,39.3,0.0,0.0,0.0,0.0,0.0,0.0,44.5
138,Duncan Robinson,MIA,29,14,15,18.1,6.9,0.8,57.9,3.6,32.4,1.9,37.7,0.4,57.1,0.0,0.0,0.2,66.7,49.7
139,Dwight Powell,DAL,56,31,25,19.8,6.9,0.2,50.0,0.0,0.0,0.0,50.0,5.5,75.6,0.1,66.7,0.9,65.5,72.6
140,Dyson Daniels,NOP,39,21,18,19.9,4.5,1.2,42.0,1.3,33.3,0.4,30.0,0.7,72.2,0.0,0.0,0.1,100.0,51.0
141,Edmond Sumner,BKN,46,28,18,14.5,7.4,2.4,41.6,1.6,35.7,0.7,40.0,0.7,76.5,0.0,0.0,0.2,80.0,51.6
142,Eric Gordon,LAC,49,14,35,29.9,13.0,5.5,50.3,3.7,33.3,1.9,33.7,0.4,71.4,0.0,100.0,0.1,33.3,52.5
143,Eugene Omoruyi,OKC,23,9,14,11.8,4.9,0.5,44.4,1.1,29.0,0.0,0.0,2.0,57.1,0.0,0.0,0.2,33.3,51.1
144,Evan Fournier,NYK,23,13,10,18.0,6.8,1.2,35.5,2.7,35.6,2.4,31.9,0.2,66.7,0.0,0.0,0.0,0.0,46.0
145,Evan Mobley,CLE,60,36,24,34.2,16.0,2.2,43.8,1.2,24.8,1.3,41.8,7.8,72.1,1.2,39.1,2.6,60.7,56.5
146,Facundo Campazzo,DAL,8,2,6,6.5,1.3,0.0,0.0,0.8,33.3,0.4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,34.6
147,Frank Kaminsky,HOU,28,11,17,7.0,2.7,0.3,50.0,1.3,44.4,0.1,33.3,0.6,53.8,0.1,100.0,0.1,100.0,63.0
148,Frank Ntilikina,DAL,37,18,19,12.2,2.5,0.6,40.9,1.0,26.0,0.5,42.1,0.1,33.3,0.0,0.0,0.0,0.0,40.3
149,Franz Wagner,ORL,59,24,35,33.1,18.9,7.7,49.1,3.5,43.4,2.6,32.5,1.9,63.0,0.2,28.6,0.5,39.1,54.4
150,Fred VanVleet,TOR,50,24,26,36.9,19.7,5.1,42.4,4.5,34.9,7.4,37.8,0.2,66.7,0.0,0.0,0.1,100.0,48.6
151,Furkan Korkmaz,PHI,25,17,8,10.2,3.8,1.2,45.8,1.1,33.3,0.8,38.1,0.5,80.0,0.0,0.0,0.2,50.0,48.7
152,Gabe Vincent,MIA,45,25,20,26.3,10.0,2.6,46.7,3.6,34.4,3.2,40.0,0.4,75.0,0.0,100.0,0.1,100.0,50.1
153,Garrett Temple,NOP,18,11,7,7.2,2.3,0.2,33.3,1.3,44.4,0.2,14.3,0.1,50.0,0.0,0.0,0.0,0.0,55.7
154,Garrison Mathews,ATL,46,12,34,13.2,4.7,0.2,14.3,3.0,35.1,0.5,32.0,0.2,75.0,0.0,0.0,0.0,0.0,51.5
155,Gary Harris,ORL,31,13,18,24.6,8.8,1.3,47.2,4.9,48.1,1.0,36.4,0.5,70.0,0.0,0.0,0.1,50.0,63.8
156,Gary Payton II,GSW,15,8,7,17.0,4.1,0.0,0.0,1.8,52.9,0.0,0.0,1.3,62.5,0.1,100.0,0.1,25.0,69.5
157,Gary Trent Jr.,TOR,51,24,27,33.7,18.6,3.9,51.3,5.9,38.7,5.4,39.1,0.7,65.2,0.0,0.0,0.5,73.3,53.0
158,George Hill,IND,36,24,12,18.8,4.9,1.1,58.6,1.7,36.8,0.9,40.0,0.3,55.6,0.0,0.0,0.1,100.0,53.4
159,Georges Niang,PHI,56,38,18,19.7,8.8,1.4,55.7,6.2,42.2,0.4,31.0,0.6,80.0,0.0,0.0,0.0,0.0,60.3
160,Giannis Antetokounmpo,MIL,47,35,12,33.1,31.8,11.4,60.2,1.5,30.2,3.7,31.8,5.6,79.9,2.2,44.0,2.4,51.9,55.8
161,Goga Bitadze,ORL,21,8,13,9.6,3.3,0.0,0.0,0.5,25.0,0.1,100.0,1.9,59.3,0.1,33.3,0.4,60.0,55.8
162,Goran Dragic,CHI,50,22,28,15.5,6.5,1.7,43.5,2.3,41.5,1.8,35.3,0.2,80.0,0.1,0.0,0.1,75.0,50.2
163,Gordon Hayward,CHA,34,12,22,31.2,13.9,3.9,48.1,3.3,36.2,3.7,41.4,1.7,62.5,0.2,50.0,1.0,70.0,50.8
164,Gorgui Dieng,SAS,20,2,18,10.0,3.3,0.3,66.7,1.9,35.1,0.4,21.4,0.9,72.7,0.0,0.0,0.1,33.3,48.4
165,Grant Williams,BOS,59,43,16,27.5,8.6,1.6,52.1,3.5,39.5,1.3,40.9,1.2,59.6,0.0,20.0,0.2,50.0,58.6
166,Grayson Allen,MIL,54,39,15,27.6,10.5,2.8,45.7,4.8,42.9,1.4,32.5,0.4,78.6,0.0,0.0,0.2,83.3,57.3
167,Greg Brown III,POR,16,10,6,5.8,1.8,0.7,50.0,0.2,14.3,0.0,0.0,0.3,50.0,0.0,0.0,0.1,100.0,41.1
168,Hamidou Diallo,DET,50,12,38,16.8,8.6,2.2,43.6,0.4,34.8,1.0,42.4,2.4,73.1,0.0,0.0,1.3,77.1,58.6
169,Harrison Barnes,SAC,58,33,25,32.5,14.9,4.8,46.5,4.3,37.8,1.3,39.7,2.1,73.9,0.7,78.6,0.6,76.9,55.9
