,PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,eFG%
98,David Duke Jr.,BKN,16,8.8,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0
99,David Roddy,MEM,46,17.8,2.3,0.8,2.7,29.0,0.8,2.7,29.3,43.5
100,Davion Mitchell,SAC,56,17.8,1.7,0.6,1.7,34.0,0.6,1.7,34.0,51.1
101,Davis Bertans,DAL,34,10.6,2.9,1.0,2.7,36.3,0.9,2.6,35.6,53.8
102,Davon Reed,LAL,37,8.8,1.1,0.4,1.1,33.3,0.4,1.0,34.2,50.0
103,Day'Ron Sharpe,BKN,32,10.2,0.5,0.2,0.3,66.7,0.1,0.2,66.7,88.9
104,De'Aaron Fox,SAC,52,34.0,2.4,0.8,2.3,36.1,0.8,2.2,34.2,52.0
105,De'Andre Hunter,ATL,49,32.0,4.6,1.6,4.4,37.2,1.3,3.8,34.8,52.1
106,De'Anthony Melton,PHI,54,28.5,5.2,1.8,4.2,42.0,1.7,4.1,41.4,62.4
107,DeAndre Jordan,DEN,34,14.6,0.1,0.0,0.0,100,0.0,0.0,100,150.0
108,DeMar DeRozan,CHI,53,36.3,2.0,0.8,2.2,36.5,0.4,1.3,30.4,45.7
109,Dean Wade,CLE,31,21.7,3.5,1.2,3.0,38.3,1.1,2.9,38.5,56.9
110,Deandre Ayton,PHX,51,30.2,3.0,1.5,3.4,43.3,0.1,0.4,25.0,44.7
111,Dejounte Murray,ATL,54,36.5,4.2,1.4,4.0,35.6,1.4,3.8,36.1,52.8
112,Delon Wright,WAS,29,22.5,1.0,0.3,1.4,23.8,0.3,1.4,22.5,34.5
113,Deni Avdija,WAS,56,26.3,2.4,0.8,2.6,31.0,0.8,2.5,31.4,46.2
114,Dennis Schroder,LAL,45,30.7,3.4,1.1,3.0,37.5,1.1,3.0,36.6,55.5
115,Dennis Smith Jr.,CHA,38,25.0,1.2,0.4,1.6,26.2,0.4,1.6,25.0,38.5
116,Deonte Burton,SAC,2,3.2,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
117,Dereon Seabron,NOP,5,2.3,0.0,0.0,0.0,-,-,-,-,-
118,Derrick Jones Jr.,CHI,46,15.2,1.2,0.4,1.1,34.6,0.4,1.1,34.6,51.9
119,Derrick Rose,NYK,26,12.9,0.9,0.3,1.4,22.2,0.3,1.3,22.9,33.3
120,Derrick White,BOS,59,27.7,4.4,1.5,3.7,39.4,1.5,3.7,39.7,59.0
121,Desmond Bane,MEM,35,31.2,4.7,1.6,3.7,43.1,1.5,3.5,43.0,63.1
122,Devin Booker,PHX,33,33.9,3.3,1.2,2.7,44.9,0.8,2.0,41.8,60.7
123,Devin Vassell,SAS,29,31.3,7.7,2.6,5.7,46.1,2.4,5.1,47.3,67.3
124,Devon Dotson,WAS,6,8.9,0.5,0.2,0.5,33.3,0.2,0.5,33.3,50.0
125,Devonte' Graham,SAS,57,16.2,2.7,0.9,2.5,35.2,0.9,2.5,35.2,52.8
126,Dewayne Dedmon,PHI,30,11.7,1.1,0.4,1.3,30.8,0.3,1.2,28.6,43.6
127,Dillon Brooks,MEM,52,30.5,3.9,1.3,4.0,32.9,1.3,3.7,34.2,48.6
128,Domantas Sabonis,SAC,55,34.6,2.4,1.0,2.2,44.3,0.4,1.1,36.5,53.7
129,Dominick Barlow,SAS,10,9.5,0.4,0.2,0.6,33.3,0.0,0.4,0.0,33.3
130,Donovan Mitchell,CLE,50,35.5,4.0,1.4,3.7,37.2,1.3,3.5,36.8,54.6
131,Donte DiVincenzo,GSW,48,25.2,5.4,1.8,4.1,44.1,1.8,4.0,44.0,65.9
132,Dorian Finney-Smith,BKN,44,32.0,5.3,1.8,5.0,35.6,1.8,4.9,35.5,53.2
133,Doug McDermott,SAS,51,20.5,4.5,1.5,3.8,40.4,1.5,3.6,40.5,59.8
134,Draymond Green,GSW,52,31.7,1.9,0.7,2.0,33.0,0.6,1.8,33.0,47.6
135,Drew Eubanks,POR,56,19.5,0.4,0.2,0.3,47.4,0.1,0.1,42.9,55.3
136,Dru Smith,BKN,8,12.1,0.8,0.3,0.9,28.6,0.3,0.9,28.6,42.9
137,Duane Washington Jr.,PHX,31,12.7,2.1,0.7,2.3,31.4,0.6,2.1,30.8,45.7
138,Duncan Robinson,MIA,29,18.1,3.5,1.2,3.7,31.8,1.1,3.6,31.4,47.2
139,Dwight Powell,DAL,55,19.7,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
140,Dyson Daniels,NOP,39,19.9,1.3,0.4,1.3,33.3,0.4,1.3,34.0,50.0
141,Edmond Sumner,BKN,46,14.5,1.6,0.5,1.5,35.7,0.5,1.5,34.8,52.9
142,Eric Gordon,LAC,49,29.9,3.7,1.2,3.6,33.9,1.2,3.6,34.3,50.8
143,Eugene Omoruyi,OKC,23,11.8,1.1,0.4,1.3,29.0,0.3,1.3,26.7,41.9
144,Evan Fournier,NYK,23,18.0,2.7,0.9,2.6,35.6,0.9,2.5,36.2,53.4
145,Evan Mobley,CLE,59,34.2,1.1,0.4,1.7,24.3,0.2,1.2,19.4,31.1
146,Facundo Campazzo,DAL,8,6.5,0.8,0.3,0.8,33.3,0.3,0.8,33.3,50.0
147,Frank Kaminsky,HOU,28,7.0,1.3,0.4,1.0,44.4,0.4,0.9,42.3,64.8
148,Frank Ntilikina,DAL,36,12.0,1.0,0.4,1.4,26.5,0.3,1.2,22.7,36.7
149,Franz Wagner,ORL,58,33.2,3.5,1.2,2.7,43.6,1.2,2.7,43.9,65.4
150,Fred VanVleet,TOR,50,36.9,4.5,1.5,4.3,35.3,1.5,4.2,35.4,52.6
151,Furkan Korkmaz,PHI,25,10.2,1.1,0.4,1.1,33.3,0.4,1.0,36.0,50.0
152,Gabe Vincent,MIA,45,26.3,3.6,1.2,3.5,35.3,1.2,3.4,34.8,52.6
153,Garrett Temple,NOP,18,7.2,1.3,0.4,1.0,44.4,0.4,0.9,47.1,66.7
154,Garrison Mathews,ATL,46,13.2,3.0,1.0,2.9,35.6,1.0,2.8,35.1,53.0
155,Gary Harris,ORL,30,24.5,4.7,1.6,3.3,48.0,1.6,3.3,48.0,71.9
156,Gary Payton II,GSW,15,17.0,1.8,0.6,1.1,52.9,0.6,1.1,52.9,79.4
157,Gary Trent Jr.,TOR,50,33.6,5.9,2.0,5.1,39.0,1.9,4.9,39.4,58.1
158,George Hill,IND,36,18.8,1.7,0.6,1.5,38.2,0.6,1.5,37.0,56.4
159,Georges Niang,PHI,55,19.8,6.2,2.1,4.9,42.1,2.0,4.9,41.8,62.7
160,Giannis Antetokounmpo,MIL,47,33.1,1.1,0.4,1.4,26.9,0.4,1.2,29.8,39.6
161,Goga Bitadze,ORL,21,9.6,0.5,0.2,0.8,25.0,0.1,0.6,23.1,34.4
162,Goran Dragic,CHI,51,15.4,2.3,0.8,1.8,42.4,0.8,1.8,43.3,63.6
163,Gordon Hayward,CHA,34,31.2,3.3,1.2,3.4,35.7,0.9,2.6,33.3,48.3
164,Gorgui Dieng,SAS,19,10.2,1.8,0.6,1.8,35.3,0.5,1.6,33.3,50.0
165,Grant Williams,BOS,58,27.9,3.6,1.2,2.9,40.6,1.2,2.9,40.5,60.6
166,Grayson Allen,MIL,54,27.6,4.6,1.5,3.6,42.3,1.5,3.6,42.1,63.3
167,Greg Brown III,POR,16,5.8,0.2,0.1,0.4,14.3,0.1,0.4,16.7,21.4
168,Hamidou Diallo,DET,50,16.8,0.4,0.2,0.5,34.8,0.1,0.3,21.4,41.3
169,Harrison Barnes,SAC,57,32.6,4.3,1.5,3.8,38.1,1.4,3.8,37.2,56.4
170,Haywood Highsmith,MIA,43,19.7,2.4,0.8,2.3,36.1,0.8,2.1,35.9,53.1
171,Herbert Jones,NOP,43,28.8,2.2,0.7,2.9,25.8,0.7,2.6,27.3,37.9
172,Immanuel Quickley,NYK,59,27.7,3.0,1.0,2.7,37.7,1.0,2.6,37.7,55.7
173,Isaac Okoro,CLE,61,21.2,2.2,0.7,2.1,34.9,0.7,2.1,34.9,52.4
174,Isaiah Hartenstein,NYK,60,19.7,0.8,0.4,1.1,32.3,0.1,0.6,23.5,38.5
175,Isaiah Jackson,IND,45,15.3,0.2,0.1,0.4,25.0,0.0,0.2,20.0,31.3
176,Isaiah Joe,OKC,49,15.7,5.2,1.7,3.7,47.2,1.7,3.6,48.0,70.8
177,Isaiah Livers,DET,37,21.1,3.2,1.1,3.2,33.3,1.1,3.1,33.6,50.0
178,Isaiah Mobley,CLE,8,3.3,0.4,0.1,0.3,50.0,0.1,0.3,50.0,75.0
179,Isaiah Roby,SAS,42,11.3,1.0,0.4,1.1,31.9,0.3,1.0,31.8,46.8
180,Isaiah Stewart,DET,48,28.5,4.3,1.5,4.0,36.1,1.3,3.9,34.2,52.6
181,Isaiah Todd,WAS,4,3.1,0.0,0.0,0.8,0.0,0.0,0.8,0.0,0.0
182,Ish Smith,DEN,30,10.4,0.2,0.1,0.1,50.0,0.1,0.1,50.0,75.0
183,Ish Wainright,PHX,42,15.6,2.6,0.9,2.5,34.3,0.9,2.5,34.3,51.4
184,Ivica Zubac,LAC,59,29.4,0.0,0.0,0.1,12.5,0.0,0.0,0.0,12.5
185,JD Davison,BOS,6,2.3,0.3,0.2,0.7,25.0,0.0,0.5,0.0,25.0
186,JT Thor,CHA,47,10.8,1.0,0.3,1.3,26.2,0.3,1.2,25.5,37.7
187,Ja Morant,MEM,48,32.7,1.7,0.6,1.6,35.4,0.6,1.6,35.1,52.5
188,JaMychal Green,GSW,38,14.7,2.2,0.8,2.0,37.7,0.7,1.9,36.6,54.5
189,JaVale McGee,DAL,36,8.1,0.1,0.0,0.1,50.0,0.0,0.1,50.0,75.0
190,Jabari Smith Jr.,HOU,55,29.9,4.1,1.4,4.5,30.9,1.3,4.3,29.9,45.0
191,Jabari Walker,POR,38,8.8,0.4,0.2,0.7,22.2,0.1,0.6,21.7,31.5
192,Jack White,DEN,14,3.1,0.2,0.1,0.4,16.7,0.1,0.4,16.7,25.0
193,Jaden Hardy,DAL,31,11.8,1.6,0.5,1.5,37.0,0.5,1.5,37.0,55.4
194,Jaden Ivey,DET,55,30.1,2.2,0.7,2.2,33.9,0.7,2.1,34.7,50.8
195,Jaden McDaniels,MIN,58,30.5,3.6,1.2,3.2,38.8,1.2,3.0,38.3,57.1
196,Jaden Springer,PHI,7,3.7,0.3,0.1,0.1,100,-,-,-,100
197,Jae'Sean Tate,HOU,20,21.0,1.1,0.4,1.2,30.4,0.4,1.2,30.4,45.7
198,Jake LaRavia,MEM,30,12.7,2.0,0.7,1.8,36.4,0.7,1.8,36.4,54.5
199,Jakob Poeltl,TOR,49,26.1,1.0,0.5,1.0,48.0,0.0,0.0,-,48.0
200,Jalen Brunson,NYK,56,35.1,2.4,0.8,1.8,45.1,0.8,1.8,44.0,66.7
201,Jalen Duren,DET,51,25.1,0.0,0.0,0.1,25.0,0.0,0.0,0.0,25.0
202,Jalen Green,HOU,54,33.9,3.7,1.2,3.5,35.1,1.2,3.4,35.7,52.1
203,Jalen Johnson,ATL,55,14.4,1.1,0.4,1.4,27.6,0.4,1.3,29.2,41.4
204,Jalen McDaniels,PHI,59,26.3,3.5,1.2,3.4,34.2,1.1,3.3,33.5,50.5
205,Jalen Smith,IND,51,18.2,2.4,0.8,3.2,25.8,0.7,2.8,26.2,37.4
206,Jalen Suggs,ORL,34,23.0,2.1,0.7,2.2,32.0,0.6,2.1,31.0,46.7
207,Jalen Williams,OKC,53,29.0,2.4,0.8,2.4,32.8,0.8,2.4,33.3,49.2
208,Jamal Cain,MIA,13,13.9,0.6,0.2,0.9,25.0,0.2,0.8,18.2,33.3
209,Jamal Murray,DEN,45,32.5,2.7,0.9,2.5,36.3,0.9,2.5,36.9,54.4
210,Jamaree Bouyea,MIA,4,16.3,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
211,James Bouknight,CHA,26,13.6,0.9,0.3,1.5,21.1,0.3,1.4,21.6,31.6
212,James Harden,PHI,41,36.4,2.4,0.8,1.6,49.3,0.8,1.6,48.5,73.1
213,James Johnson,IND,12,8.1,0.5,0.2,0.7,25.0,0.2,0.7,25.0,37.5
214,James Wiseman,DET,22,13.0,0.4,0.2,0.5,40.0,0.0,0.1,50.0,45.0
215,Jared Rhoden,DET,1,12.0,0.0,0.0,0.0,-,0.0,0.0,-,-
216,Jaren Jackson Jr.,MEM,40,27.2,4.5,1.5,4.1,36.4,1.5,4.0,36.6,54.2
217,Jarred Vanderbilt,LAL,55,24.0,1.1,0.4,1.1,31.7,0.3,1.0,32.7,46.0
218,Jarrett Allen,CLE,54,33.3,0.6,0.3,1.0,32.1,0.0,0.1,12.5,33.0
219,Jarrett Culver,ATL,10,13.7,0.3,0.1,1.2,8.3,0.1,1.0,10.0,12.5
220,Jason Preston,LAC,13,9.4,0.9,0.3,1.1,28.6,0.3,1.1,28.6,42.9
221,Javonte Green,CHI,28,16.0,1.3,0.4,1.2,36.4,0.4,1.2,36.4,54.5
222,Jaxson Hayes,NOP,33,13.3,0.3,0.1,0.8,15.4,0.1,0.8,12.0,21.2
223,Jaylen Brown,BOS,48,35.6,5.0,1.7,5.2,33.2,1.6,4.8,32.8,48.2
224,Jaylen Nowell,MIN,61,19.7,2.1,0.7,2.3,31.5,0.6,2.2,29.1,45.1
225,Jaylin Williams,OKC,25,15.7,3.0,1.2,2.6,44.6,0.7,1.6,45.0,58.5
226,Jayson Tatum,BOS,55,37.3,5.9,2.1,4.8,42.5,1.8,4.3,42.4,61.5
227,Jeff Dowtin Jr.,TOR,15,6.8,0.2,0.1,0.3,20.0,0.1,0.3,20.0,30.0
228,Jeff Green,DEN,37,19.2,1.2,0.4,1.6,25.4,0.4,1.5,24.1,36.4
229,Jerami Grant,POR,54,35.7,6.3,2.1,5.4,39.5,2.0,5.1,39.6,58.2
230,Jeremiah Robinson-Earl,OKC,28,20.9,3.2,1.1,3.1,35.6,1.0,2.8,35.9,51.7
231,Jeremy Sochan,SAS,48,25.9,1.8,0.6,2.3,27.9,0.5,2.0,25.3,38.7
232,Jericho Sims,NYK,47,16.3,0.1,0.0,0.1,66.7,0.0,0.0,-,66.7
233,Jevon Carter,MIL,58,22.5,3.0,1.0,2.4,42.3,1.0,2.3,42.7,62.8
234,Jimmy Butler,MIA,44,33.7,1.2,0.4,1.1,38.8,0.3,0.9,34.1,53.1
235,Jock Landale,PHX,51,14.1,1.2,0.4,1.6,25.9,0.3,1.4,23.9,36.4
236,Joe Harris,BKN,51,23.8,5.5,1.8,4.3,43.3,1.8,4.1,43.1,64.3
237,Joe Ingles,MIL,25,22.5,2.8,0.9,3.0,31.1,0.9,3.0,31.1,46.6
238,Joe Wieskamp,TOR,2,8.5,4.5,1.5,2.0,75.0,1.5,2.0,75.0,112.5
239,Joel Embiid,PHI,45,34.9,4.4,1.8,3.6,48.5,0.8,1.9,44.2,60.1
240,John Butler Jr.,POR,8,3.2,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0
241,John Collins,ATL,50,31.1,3.2,1.2,3.8,31.4,0.8,3.1,25.5,41.9
242,John Konchar,MEM,49,22.4,2.8,1.0,2.6,37.3,0.9,2.5,37.2,55.2
243,John Wall,LAC,34,22.2,2.6,0.9,2.5,34.9,0.9,2.5,35.3,52.3
244,Johnny Davis,WAS,13,4.7,0.2,0.1,0.2,33.3,0.1,0.2,33.3,50.0
245,Jonas Valanciunas,NOP,58,24.7,2.7,1.1,2.8,39.5,0.5,1.5,35.6,49.1
246,Jonathan Isaac,ORL,10,10.8,2.0,0.8,1.8,44.4,0.4,1.1,36.4,55.6
247,Jonathan Kuminga,GSW,46,19.3,2.1,0.7,2.0,36.3,0.6,1.8,34.9,52.2
248,Jordan Clarkson,UTA,58,32.5,4.2,1.4,4.1,34.5,1.4,4.0,34.5,51.3
249,Jordan Goodwin,WAS,40,18.0,1.4,0.5,1.2,39.6,0.5,1.1,40.0,58.3
250,Jordan Hall,SAS,9,9.2,0.6,0.2,1.6,14.3,0.1,1.3,8.3,17.9
251,Jordan McLaughlin,MIN,24,15.3,0.8,0.3,1.2,21.4,0.3,1.2,21.4,32.1
252,Jordan Nwora,IND,40,15.6,2.7,0.9,2.3,39.6,0.9,2.2,40.4,59.3
253,Jordan Poole,GSW,58,30.7,4.7,1.6,4.4,35.4,1.5,4.3,35.6,52.5
254,Jordan Schakel,WAS,2,3.1,0.0,0.0,0.0,-,0.0,0.0,-,-
255,Jose Alvarado,NOP,58,21.8,3.6,1.2,3.6,33.7,1.2,3.6,33.8,50.5
256,Josh Christopher,HOU,40,10.1,0.5,0.2,0.7,25.0,0.2,0.7,25.0,37.5
257,Josh Giddey,OKC,52,30.8,2.7,1.0,2.8,35.0,0.8,2.5,32.6,49.7
258,Josh Green,DAL,40,24.9,3.4,1.2,2.7,42.6,1.1,2.7,42.1,63.4
259,Josh Hart,NYK,54,33.0,2.4,0.8,2.1,37.1,0.8,2.1,37.5,55.2
260,Josh Minott,MIN,11,6.2,0.3,0.1,0.3,33.3,0.1,0.3,33.3,50.0
261,Josh Okogie,PHX,50,15.0,1.8,0.6,1.7,35.7,0.6,1.7,36.1,53.6
262,Josh Richardson,NOP,44,23.9,4.5,1.5,4.2,36.6,1.4,4.0,35.2,53.2
263,Joshua Primo,SAS,4,23.3,1.5,0.5,2.3,22.2,0.5,2.3,22.2,33.3
264,Jrue Holiday,MIL,47,33.0,2.5,0.9,1.9,44.4,0.8,1.8,44.7,65.6
265,Juan Toscano-Anderson,UTA,31,12.6,0.6,0.2,0.7,31.8,0.2,0.6,26.3,43.2
