,PLAYER,TEAM,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,eFG%
36,Bobby Portis,MIL,47,30,17,26.8,1.7,0.9,2.2,38.1,0.0,0.1,14.3,38.6
37,Bogdan Bogdanovic,ATL,32,16,16,30.0,4.8,2.0,4.8,40.9,0.8,2.2,38.6,49.7
38,Bojan Bogdanovic,DET,55,15,40,32.1,5.2,2.3,5.4,43.0,0.6,1.7,32.3,48.2
39,Bol Bol,ORL,52,20,32,23.5,1.5,0.7,1.8,37.6,0.2,0.6,34.5,43.0
40,Bones Hyland,LAC,42,28,14,19.5,4.2,1.5,4.4,34.8,1.1,3.0,37.6,47.6
41,Bradley Beal,WAS,33,18,15,32.7,6.8,3.1,6.5,47.9,0.6,2.0,32.3,52.8
42,Brandon Boston Jr.,LAC,20,7,13,12.2,2.4,1.0,2.5,40.0,0.4,0.8,46.7,47.0
43,Brandon Clarke,MEM,50,28,22,19.8,0.3,0.1,0.2,63.6,0.0,0.0,-,63.6
44,Brandon Ingram,NOP,22,11,11,32.1,8.1,3.9,9.0,42.7,0.4,1.0,39.1,45.0
45,Braxton Key,DET,3,0,3,3.0,0.7,0.3,0.3,100,-,-,-,100
46,Brook Lopez,MIL,55,38,17,30.4,0.7,0.3,1.0,35.8,0.1,0.3,18.8,38.7
47,Bruce Brown,DEN,56,39,17,28.7,1.4,0.6,1.6,39.8,0.1,0.5,30.8,44.3
48,Bruno Fernando,ATL,31,9,22,11.7,0.1,0.0,0.1,50.0,0.0,0.0,-,50.0
49,Bryce McGowens,CHA,24,6,18,14.1,0.1,0.0,0.5,8.3,0.0,0.3,16.7,12.5
50,Bryn Forbes,MIN,25,9,16,10.7,1.1,0.5,1.3,37.5,0.2,0.6,28.6,43.8
51,Buddy Boeheim,DET,1,0,1,1.0,0.0,0.0,0.0,-,-,-,-,-
52,Buddy Hield,IND,58,25,33,32.1,4.4,1.7,4.0,42.6,1.1,2.5,42.8,56.1
53,CJ McCollum,NOP,51,26,25,35.0,8.7,3.7,8.7,42.7,1.2,3.3,37.5,49.8
54,Cade Cunningham,DET,12,3,9,33.3,8.0,3.7,8.8,41.5,0.7,2.8,24.2,45.3
55,Caleb Houstan,ORL,32,11,21,16.4,0.3,0.1,0.2,60.0,0.1,0.1,66.7,80.0
56,Caleb Martin,MIA,47,26,21,30.3,1.8,0.7,1.7,44.9,0.3,0.7,45.2,53.8
57,Cam Reddish,POR,21,9,12,21.7,0.8,0.3,1.0,30.0,0.2,0.5,36.4,40.0
58,Cam Thomas,BKN,39,24,15,16.4,3.7,1.6,4.1,39.6,0.5,1.4,36.4,45.9
59,Cameron Johnson,BKN,18,13,5,25.4,2.1,0.9,2.3,39.0,0.3,0.8,42.9,46.3
60,Cameron Payne,PHX,28,15,13,24.0,4.4,1.8,4.3,42.0,0.8,1.8,44.9,51.3
61,Caris LeVert,CLE,53,32,21,30.7,2.9,1.2,3.7,31.8,0.6,1.7,34.4,39.7
62,Carlik Jones,CHI,1,1,0,1.1,0.0,0.0,0.0,-,-,-,-,-
63,Cedi Osman,CLE,57,36,21,21.2,0.9,0.3,1.0,32.7,0.3,0.8,37.2,47.3
64,Charles Bassey,SAS,24,5,19,13.6,0.1,0.0,0.1,33.3,0.0,0.1,50.0,50.0
65,Chima Moneke,SAC,2,1,1,4.0,0.0,0.0,0.0,-,-,-,-,-
66,Chimezie Metu,SAC,43,25,18,10.8,0.0,0.0,0.1,16.7,0.0,0.1,0.0,16.7
67,Chris Boucher,TOR,52,25,27,20.7,0.4,0.2,0.5,37.5,0.0,0.1,14.3,39.6
68,Chris Duarte,IND,35,13,22,19.2,2.5,1.0,3.1,32.7,0.5,1.6,29.1,40.0
69,Chris Paul,PHX,37,19,18,31.8,7.9,3.5,8.4,41.3,0.9,2.9,32.4,46.9
70,Chris Silva,DAL,1,1,0,3.0,0.0,0.0,0.0,-,-,-,-,-
71,Christian Braun,DEN,52,36,16,15.0,0.4,0.1,0.4,31.8,0.1,0.2,55.6,43.2
72,Christian Koloko,TOR,45,21,24,14.6,0.0,0.0,0.0,-,0.0,0.0,-,-
73,Christian Wood,DAL,46,26,20,27.9,0.9,0.4,1.5,26.9,0.1,0.7,12.1,29.9
74,Chuma Okeke,ORL,18,5,13,21.8,0.4,0.2,0.6,30.0,0.1,0.2,25.0,35.0
75,Clint Capela,ATL,41,23,18,26.9,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
76,Coby White,CHI,48,23,25,21.7,1.1,0.5,1.5,30.6,0.2,0.7,26.5,36.8
77,Cody Martin,CHA,7,2,5,19.1,0.3,0.1,1.4,10.0,0.0,0.7,0.0,10.0
78,Cole Anthony,ORL,39,18,21,25.0,3.2,1.4,3.4,42.4,0.3,0.9,36.1,47.3
79,Cole Swider,LAL,6,1,5,6.7,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0
80,Collin Sexton,UTA,45,23,22,24.4,2.5,1.0,2.2,46.5,0.4,0.9,48.8,56.6
81,Corey Kispert,WAS,47,22,25,27.4,0.4,0.2,0.5,33.3,0.1,0.3,38.5,43.8
82,Cory Joseph,DET,39,10,29,15.8,1.4,0.6,1.7,35.8,0.2,0.7,29.6,41.8
83,D'Angelo Russell,LAL,55,28,27,33.0,6.6,2.7,6.3,43.5,1.1,2.9,38.9,52.6
84,Daishen Nix,HOU,41,11,30,15.5,0.9,0.3,0.8,38.7,0.3,0.7,39.3,56.5
85,Dalano Banton,TOR,25,13,12,9.7,0.5,0.2,1.2,17.2,0.1,0.5,16.7,20.7
86,Dalen Terry,CHI,20,11,9,3.2,0.1,0.1,0.1,50.0,0.0,0.1,0.0,50.0
87,Damian Jones,UTA,22,6,16,8.0,0.0,0.0,0.0,-,0.0,0.0,-,-
88,Damian Lillard,POR,44,22,22,36.2,10.1,3.8,9.3,40.5,2.6,6.9,37.2,54.4
89,Damion Lee,PHX,58,31,27,22.3,0.9,0.4,1.3,31.6,0.0,0.2,15.4,32.9
90,Daniel Gafford,WAS,53,24,29,18.6,0.1,0.1,0.1,100,-,-,-,100
91,Daniel Theis,IND,5,1,4,14.2,0.0,0.0,0.0,-,0.0,0.0,-,-
92,Danny Green,MEM,3,1,2,14.5,0.0,0.0,0.7,0.0,0.0,0.3,0.0,0.0
93,Danuel House Jr.,PHI,36,23,13,15.1,1.2,0.4,1.0,45.7,0.3,0.7,44.0,61.4
94,Dario Saric,OKC,37,17,20,14.4,0.4,0.2,0.5,30.0,0.0,0.1,25.0,32.5
95,Darius Bazley,PHX,36,16,20,15.4,0.1,0.1,0.3,20.0,0.0,0.0,100,25.0
96,Darius Days,HOU,1,0,1,2.4,0.0,0.0,0.0,-,-,-,-,-
97,Darius Garland,CLE,49,27,22,35.1,7.6,3.1,7.4,42.3,1.3,3.6,37.7,51.4
98,David Duke Jr.,BKN,15,7,8,9.1,0.0,0.0,0.1,0.0,0.0,0.0,-,0.0
99,David Roddy,MEM,46,29,17,17.8,0.5,0.2,0.5,45.8,0.1,0.2,30.0,52.1
100,Davion Mitchell,SAC,55,31,24,18.0,1.2,0.5,1.5,32.9,0.2,0.7,27.0,38.8
101,Davis Bertans,DAL,34,17,17,10.6,0.5,0.2,0.2,75.0,0.1,0.2,71.4,106.3
102,Davon Reed,LAL,35,23,12,9.0,0.6,0.3,0.8,32.1,0.1,0.2,66.7,39.3
103,Day'Ron Sharpe,BKN,31,16,15,10.1,0.0,0.0,0.0,-,0.0,0.0,-,-
104,De'Aaron Fox,SAC,51,31,20,33.9,8.1,3.7,8.9,41.2,0.7,2.5,29.6,45.3
105,De'Andre Hunter,ATL,47,27,20,32.0,4.1,1.9,3.9,49.2,0.2,0.5,40.0,51.9
106,De'Anthony Melton,PHI,52,34,18,28.5,1.9,0.7,1.9,37.0,0.5,1.3,37.1,50.0
107,DeAndre Jordan,DEN,34,21,13,14.6,0.0,0.0,0.0,-,0.0,0.0,-,-
108,DeMar DeRozan,CHI,52,25,27,36.3,9.9,4.9,10.3,47.6,0.1,0.3,35.7,48.0
109,Dean Wade,CLE,29,21,8,22.7,0.1,0.0,0.2,16.7,0.0,0.1,50.0,25.0
110,Deandre Ayton,PHX,49,23,26,30.0,1.1,0.5,1.2,43.9,0.0,0.0,100,45.6
111,Dejounte Murray,ATL,52,27,25,36.5,8.7,4.0,8.8,45.9,0.6,1.8,35.1,49.6
112,Delon Wright,WAS,26,17,9,22.1,1.6,0.6,1.5,42.1,0.3,0.8,42.9,53.9
113,Deni Avdija,WAS,53,25,28,26.5,0.4,0.1,0.7,20.0,0.1,0.4,21.7,27.1
114,Dennis Schroder,LAL,43,22,21,30.9,2.6,1.3,2.9,43.5,0.1,0.4,22.2,45.2
115,Dennis Smith Jr.,CHA,36,9,27,24.9,1.1,0.5,2.1,25.3,0.0,0.3,0.0,25.3
116,Deonte Burton,SAC,2,1,1,3.2,0.0,0.0,0.0,-,0.0,0.0,-,-
117,Dereon Seabron,NOP,4,2,2,1.9,0.0,0.0,0.0,-,-,-,-,-
118,Derrick Jones Jr.,CHI,45,18,27,15.3,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0
119,Derrick Rose,NYK,26,11,15,12.9,2.2,0.9,2.2,42.9,0.4,0.9,41.7,51.8
120,Derrick White,BOS,57,41,16,27.5,1.6,0.7,1.5,43.2,0.3,0.8,34.9,51.7
121,Desmond Bane,MEM,34,21,13,31.2,6.2,2.4,5.5,43.0,1.5,3.5,42.4,56.5
122,Devin Booker,PHX,31,20,11,34.0,11.2,4.9,11.5,42.8,1.4,4.2,33.8,49.0
123,Devin Vassell,SAS,29,8,21,31.3,5.7,2.7,6.7,39.7,0.4,1.8,21.2,42.5
124,Devon Dotson,WAS,6,1,5,8.9,0.0,0.0,0.5,0.0,0.0,0.0,-,0.0
125,Devonte' Graham,SAS,55,27,28,15.8,1.7,0.6,1.7,37.0,0.5,1.3,33.8,50.5
126,Dewayne Dedmon,MIA,30,17,13,11.7,0.5,0.2,0.4,63.6,0.0,0.0,100,68.2
127,Dillon Brooks,MEM,51,31,20,30.4,4.1,1.8,5.2,34.2,0.5,2.1,25.7,39.3
128,Domantas Sabonis,SAC,54,31,23,34.5,0.2,0.1,0.2,46.2,0.0,0.0,0.0,46.2
129,Dominick Barlow,SAS,8,0,8,9.0,0.3,0.1,0.1,100,0.0,0.0,-,100
130,Donovan Mitchell,CLE,48,32,16,35.4,10.5,4.1,9.5,43.3,2.3,5.8,39.7,55.4
131,Donte DiVincenzo,GSW,46,26,20,25.1,0.6,0.2,0.9,26.2,0.2,0.7,23.3,34.5
132,Dorian Finney-Smith,BKN,42,20,22,32.3,0.3,0.1,0.4,23.5,0.1,0.3,30.8,35.3
133,Doug McDermott,SAS,50,14,36,20.4,1.6,0.7,1.6,41.3,0.3,0.7,41.7,50.6
134,Draymond Green,GSW,50,27,23,31.8,0.1,0.0,0.1,33.3,0.0,0.0,100,41.7
135,Drew Eubanks,POR,54,25,29,19.3,0.2,0.1,0.2,55.6,0.0,0.0,-,55.6
136,Dru Smith,BKN,7,4,3,13.2,0.3,0.1,0.7,20.0,0.0,0.3,0.0,20.0
137,Duane Washington Jr.,PHX,31,17,14,12.7,3.4,1.4,3.5,39.3,0.6,1.5,43.5,48.6
138,Duncan Robinson,MIA,28,14,14,17.9,1.7,0.6,1.8,36.7,0.4,1.3,33.3,49.0
139,Dwight Powell,DAL,53,30,23,19.8,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
140,Dyson Daniels,NOP,39,21,18,19.9,0.4,0.2,0.5,30.0,0.1,0.3,30.0,37.5
141,Edmond Sumner,BKN,46,28,18,14.5,0.7,0.3,0.8,40.0,0.1,0.3,33.3,45.7
142,Eric Gordon,LAC,47,12,35,30.2,1.9,0.7,2.0,33.0,0.6,1.6,36.5,47.3
143,Eugene Omoruyi,OKC,22,8,14,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,Evan Fournier,NYK,22,12,10,18.7,2.5,1.0,3.1,32.4,0.5,2.0,27.9,41.2
145,Evan Mobley,CLE,57,35,22,34.1,1.3,0.6,1.5,41.9,0.0,0.0,-,41.9
146,Facundo Campazzo,DAL,8,2,6,6.5,0.4,0.1,0.6,20.0,0.1,0.6,20.0,30.0
147,Frank Kaminsky,HOU,26,11,15,6.8,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
148,Frank Ntilikina,DAL,34,17,17,11.6,0.4,0.2,0.5,38.9,0.0,0.2,12.5,41.7
149,Franz Wagner,ORL,56,22,34,33.2,2.5,1.0,3.3,31.0,0.5,1.9,25.0,38.0
150,Fred VanVleet,TOR,49,23,26,37.0,7.4,2.9,7.8,37.9,1.5,4.5,33.6,47.6
151,Furkan Korkmaz,PHI,25,17,8,10.2,0.8,0.3,0.8,38.1,0.1,0.4,30.0,45.2
152,Gabe Vincent,MIA,43,25,18,25.9,3.2,1.3,3.3,40.0,0.6,1.8,30.4,48.6
153,Garrett Temple,NOP,18,11,7,7.2,0.2,0.1,0.4,14.3,0.1,0.2,25.0,21.4
154,Garrison Mathews,ATL,45,12,33,13.4,0.5,0.2,0.6,32.0,0.2,0.5,34.8,48.0
155,Gary Harris,ORL,28,11,17,24.5,1.1,0.4,1.1,34.4,0.3,0.8,38.1,46.9
156,Gary Payton II,GSW,15,8,7,17.0,0.0,0.0,0.0,-,0.0,0.0,-,-
157,Gary Trent Jr.,TOR,50,23,27,33.6,5.3,2.3,5.9,39.2,0.7,2.2,31.8,45.1
158,George Hill,IND,35,24,11,19.1,0.9,0.4,1.0,40.0,0.1,0.5,16.7,44.3
159,Georges Niang,PHI,53,35,18,20.0,0.5,0.2,0.5,33.3,0.1,0.4,28.6,44.4
160,Giannis Antetokounmpo,MIL,45,33,12,33.3,3.7,1.6,5.2,31.9,0.4,1.7,24.0,35.8
161,Goga Bitadze,IND,21,8,13,9.6,0.1,0.0,0.0,100,0.0,0.0,100,150.0
162,Goran Dragic,CHI,50,23,27,15.5,1.8,0.8,2.3,35.3,0.1,0.7,17.1,37.9
163,Gordon Hayward,CHA,32,10,22,31.1,3.5,1.7,4.2,39.6,0.2,0.7,21.7,41.4
164,Gorgui Dieng,SAS,19,2,17,10.2,0.4,0.2,0.7,23.1,0.1,0.5,10.0,26.9
165,Grant Williams,BOS,56,41,15,27.6,1.3,0.5,1.1,41.9,0.3,0.7,50.0,57.3
166,Grayson Allen,MIL,52,37,15,27.5,1.3,0.5,1.5,32.9,0.4,1.1,34.5,46.1
167,Greg Brown III,POR,16,10,6,5.8,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
168,Hamidou Diallo,DET,49,12,37,16.8,1.0,0.5,1.1,43.4,0.0,0.1,50.0,45.3
169,Harrison Barnes,SAC,56,32,24,32.6,1.2,0.5,1.3,38.0,0.3,0.7,40.5,48.6
170,Haywood Highsmith,MIA,41,23,18,19.4,0.3,0.1,0.3,35.7,0.0,0.1,50.0,42.9
171,Herbert Jones,NOP,41,18,23,28.9,0.1,0.0,0.2,20.0,0.0,0.0,50.0,25.0
172,Immanuel Quickley,NYK,57,31,26,27.8,3.8,1.6,4.2,36.8,0.7,2.2,32.3,45.2
173,Isaac Okoro,CLE,59,37,22,21.0,0.2,0.1,0.2,33.3,0.1,0.1,42.9,50.0
174,Isaiah Hartenstein,NYK,58,31,27,19.5,0.1,0.1,0.1,37.5,0.0,0.0,-,37.5
175,Isaiah Jackson,IND,43,16,27,15.3,0.2,0.1,0.2,50.0,0.0,0.0,0.0,50.0
176,Isaiah Joe,OKC,47,24,23,15.6,1.6,0.6,1.5,40.3,0.4,1.0,34.7,52.1
177,Isaiah Livers,DET,36,9,27,21.1,0.9,0.4,0.8,44.8,0.1,0.3,45.5,53.4
178,Isaiah Mobley,CLE,8,5,3,3.3,0.0,0.0,0.1,0.0,0.0,0.0,-,0.0
179,Isaiah Roby,SAS,41,9,32,11.4,0.5,0.2,0.7,29.6,0.1,0.3,28.6,37.0
180,Isaiah Stewart,DET,47,12,35,28.5,0.0,0.0,0.1,16.7,0.0,0.1,0.0,16.7
181,Isaiah Todd,WAS,4,2,2,3.1,0.0,0.0,0.0,-,0.0,0.0,-,-
182,Ish Smith,DEN,28,18,10,9.9,1.5,0.8,2.0,37.5,0.0,0.1,0.0,37.5
183,Ish Wainright,PHX,40,21,19,15.6,0.3,0.1,0.3,30.8,0.1,0.3,33.3,46.2
184,Ivica Zubac,LAC,57,30,27,29.4,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
185,JD Davison,BOS,5,4,1,2.3,0.0,0.0,0.4,0.0,0.0,0.0,-,0.0
186,JT Thor,CHA,45,10,35,10.9,0.1,0.0,0.3,13.3,0.0,0.1,0.0,13.3
187,Ja Morant,MEM,47,30,17,32.7,7.0,3.0,7.5,39.5,1.1,3.4,31.7,46.7
188,JaMychal Green,GSW,36,18,18,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,JaVale McGee,DAL,34,17,17,8.3,0.1,0.0,0.1,25.0,0.0,0.0,0.0,25.0
190,Jabari Smith Jr.,HOU,53,12,41,29.8,2.3,1.0,2.9,34.4,0.3,0.9,32.7,39.6
191,Jabari Walker,POR,36,18,18,8.5,0.0,0.0,0.1,0.0,0.0,0.0,-,0.0
192,Jack White,DEN,13,11,2,3.2,0.0,0.0,0.0,-,0.0,0.0,-,-
193,Jaden Hardy,DAL,29,15,14,11.2,1.1,0.4,1.4,32.5,0.2,0.8,29.2,41.3
194,Jaden Ivey,DET,54,15,39,30.1,3.5,1.5,4.2,35.1,0.6,1.9,31.0,41.9
195,Jaden McDaniels,MIN,56,29,27,30.5,1.1,0.5,1.2,42.0,0.1,0.2,33.3,44.9
196,Jaden Springer,PHI,7,7,0,3.7,0.0,0.0,0.3,0.0,-,-,-,0.0
197,Jae'Sean Tate,HOU,18,3,15,20.9,0.4,0.2,0.4,37.5,0.1,0.1,50.0,43.8
198,Jake LaRavia,MEM,30,20,10,12.7,0.2,0.1,0.3,25.0,0.0,0.2,14.3,31.3
199,Jakob Poeltl,TOR,48,12,36,25.9,0.6,0.3,0.6,55.6,0.0,0.0,0.0,55.6
200,Jalen Brunson,NYK,54,29,25,35.0,8.2,3.6,8.1,44.0,1.0,2.7,37.9,50.2
201,Jalen Duren,DET,50,14,36,25.2,0.1,0.1,0.2,37.5,0.0,0.0,-,37.5
202,Jalen Green,HOU,52,11,41,34.3,6.5,2.6,7.4,35.2,1.3,4.2,31.1,44.0
203,Jalen Johnson,ATL,53,27,26,14.6,0.2,0.1,0.3,29.4,0.0,0.1,0.0,29.4
204,Jalen McDaniels,PHI,57,16,41,26.5,0.7,0.4,1.1,32.8,0.0,0.1,16.7,33.6
205,Jalen Smith,IND,50,23,27,18.4,0.3,0.1,0.4,35.0,0.1,0.1,75.0,42.5
206,Jalen Suggs,ORL,32,12,20,22.8,2.9,1.2,3.0,40.0,0.5,1.7,32.1,48.9
207,Jalen Williams,OKC,51,25,26,29.0,1.4,0.7,1.8,37.4,0.1,0.3,21.4,39.0
208,Jamal Cain,MIA,13,8,5,13.9,0.0,0.0,0.2,0.0,0.0,0.0,-,0.0
209,Jamal Murray,DEN,45,32,13,32.5,8.7,3.6,8.4,43.2,1.5,3.5,41.8,52.0
210,Jamaree Bouyea,MIA,2,2,0,11.7,0.0,0.0,0.0,-,0.0,0.0,-,-
211,James Bouknight,CHA,26,5,21,13.6,1.2,0.5,1.4,33.3,0.3,0.9,34.8,44.4
212,James Harden,PHI,39,26,13,36.5,8.2,3.1,8.0,39.1,1.9,5.5,35.7,51.3
213,James Johnson,IND,12,5,7,8.1,0.4,0.2,0.4,40.0,0.1,0.2,50.0,50.0
214,James Wiseman,DET,21,9,12,12.5,0.1,0.0,0.4,12.5,0.0,0.0,-,12.5
215,Jared Rhoden,DET,1,0,1,12.0,2.0,1.0,2.0,50.0,0.0,1.0,0.0,50.0
216,Jaren Jackson Jr.,MEM,39,24,15,27.1,0.4,0.2,0.6,24.0,0.1,0.3,25.0,30.0
217,Jarred Vanderbilt,LAL,53,26,27,24.0,0.1,0.1,0.3,21.4,0.0,0.0,50.0,25.0
218,Jarrett Allen,CLE,52,34,18,33.1,0.1,0.0,0.1,50.0,0.0,0.0,-,50.0
219,Jarrett Culver,ATL,10,5,5,13.7,0.6,0.3,0.8,37.5,0.0,0.2,0.0,37.5
220,Jason Preston,LAC,13,3,10,9.4,1.0,0.5,1.2,37.5,0.1,0.3,25.0,40.6
221,Javonte Green,CHI,28,11,17,16.0,0.2,0.1,0.2,40.0,0.0,0.0,100,50.0
222,Jaxson Hayes,NOP,31,14,17,14.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
223,Jaylen Brown,BOS,48,33,15,35.6,6.4,2.8,6.4,43.2,0.8,2.5,32.5,49.5
224,Jaylen Nowell,MIN,59,30,29,19.9,3.1,1.3,3.1,43.3,0.5,1.4,32.1,50.8
225,Jaylin Williams,OKC,23,11,12,15.3,0.0,0.0,0.0,-,0.0,0.0,-,-
226,Jayson Tatum,BOS,54,39,15,37.4,5.6,2.1,7.0,30.3,1.3,4.7,27.8,39.6
227,Jeff Dowtin Jr.,TOR,14,9,5,6.6,0.4,0.2,0.8,27.3,0.0,0.0,-,27.3
228,Jeff Green,DEN,35,22,13,19.0,0.4,0.2,0.7,25.0,0.0,0.2,16.7,27.1
229,Jerami Grant,POR,54,25,29,35.7,2.6,1.2,2.9,40.3,0.2,0.5,46.2,44.0
230,Jeremiah Robinson-Earl,OKC,26,10,16,21.1,0.2,0.1,0.1,66.7,0.0,0.1,50.0,83.3
231,Jeremy Sochan,SAS,46,11,35,25.7,1.0,0.5,1.1,42.9,0.1,0.2,40.0,46.9
232,Jericho Sims,NYK,45,25,20,16.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
233,Jevon Carter,MIL,56,39,17,22.5,2.9,1.2,3.0,40.7,0.5,1.4,37.2,49.4
234,Jimmy Butler,MIA,42,24,18,33.8,2.6,1.3,3.6,35.3,0.1,0.6,12.5,36.3
235,Jock Landale,PHX,49,25,24,14.4,0.0,0.0,0.2,12.5,0.0,0.0,0.0,12.5
236,Joe Harris,BKN,49,28,21,24.2,1.0,0.4,1.0,38.3,0.2,0.6,38.7,51.1
237,Joe Ingles,MIL,23,15,8,22.2,1.9,0.7,1.5,42.9,0.6,1.4,42.4,62.9
238,Joe Wieskamp,TOR,2,1,1,8.5,0.0,0.0,0.0,-,0.0,0.0,-,-
239,Joel Embiid,PHI,43,28,15,34.9,6.4,3.0,7.1,42.7,0.3,1.2,22.6,44.6
240,John Butler Jr.,POR,7,1,6,3.4,0.0,0.0,0.0,-,0.0,0.0,-,-
241,John Collins,ATL,49,26,23,31.3,0.6,0.3,0.8,38.5,0.0,0.1,0.0,38.5
242,John Konchar,MEM,48,29,19,22.6,0.5,0.2,0.5,34.8,0.1,0.4,35.3,47.8
243,John Wall,LAC,34,15,19,22.2,1.7,0.8,3.1,26.7,0.0,0.6,5.0,27.1
244,Johnny Davis,WAS,12,5,7,5.0,0.5,0.3,0.9,27.3,0.0,0.1,0.0,27.3
245,Jonas Valanciunas,NOP,56,28,28,24.6,0.2,0.1,0.4,22.7,0.0,0.0,0.0,22.7
246,Jonathan Isaac,ORL,9,6,3,10.5,0.2,0.1,0.4,25.0,0.0,0.0,-,25.0
247,Jonathan Kuminga,GSW,44,24,20,19.3,0.6,0.3,0.7,41.4,0.1,0.2,33.3,46.6
248,Jordan Clarkson,UTA,56,27,29,32.4,6.0,2.4,6.0,39.8,1.2,3.5,34.7,50.0
249,Jordan Goodwin,WAS,40,15,25,18.0,1.5,0.7,1.8,38.0,0.2,0.5,33.3,43.0
