,PLAYER,TEAM,GP,W,L,MIN,Passes Made,Passes Received,AST,Secondary AST,Potential AST,AST PTS Created,AST PTS Created.1,AST Adj,AST To Pass%,AST To Pass% Adj
50,Bryn Forbes,MIN,25,9,16,10.7,7.5,8.9,0.7,0.1,1.0,1.8,0.8,9.1,11.2,
51,Buddy Boeheim,DET,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
52,Buddy Hield,IND,62,27,35,32.1,43.0,40.2,2.7,0.6,5.2,7.0,3.6,6.3,8.4,
53,CJ McCollum,NOP,54,26,28,35.0,50.4,64.9,5.9,0.7,10.7,15.3,7.5,11.6,14.8,
54,Cade Cunningham,DET,12,3,9,33.3,50.3,65.8,6.0,0.4,12.6,17.3,8.3,11.9,16.4,
55,Caleb Houstan,ORL,34,12,22,16.1,9.3,7.2,0.5,0.1,0.9,1.4,0.6,5.7,6.3,
56,Caleb Martin,MIA,51,26,25,30.1,28.1,25.9,1.6,0.3,3.5,4.5,2.1,5.7,7.5,
57,Cam Reddish,POR,24,10,14,22.6,12.5,16.3,1.2,0.0,2.0,2.9,1.3,9.7,10.3,
58,Cam Thomas,BKN,42,25,17,16.9,18.6,24.3,1.6,0.3,2.7,3.8,1.9,8.5,10.1,
59,Cameron Johnson,BKN,21,14,7,25.6,22.9,23.6,1.6,0.2,3.0,4.3,2.2,6.9,9.6,
60,Cameron Payne,PHX,29,16,13,23.7,42.6,46.1,5.1,0.8,9.8,12.5,6.3,12.0,14.8,
61,Caris LeVert,CLE,57,33,24,30.1,34.3,35.9,3.9,0.4,6.9,10.0,4.9,11.5,14.2,
62,Carlik Jones,CHI,1,0,1,21.7,28.0,25.0,2.0,0.0,4.0,4.0,2.0,7.1,7.1,
63,Cedi Osman,CLE,60,37,23,21.0,20.8,22.1,1.6,0.4,2.6,3.9,2.1,7.5,9.9,
64,Charles Bassey,SAS,28,5,23,13.9,18.5,11.5,1.3,0.1,1.9,3.0,1.4,6.8,7.7,
65,Chima Moneke,SAC,2,1,1,4.0,4.0,4.0,0.5,0.0,0.0,1.0,0.5,12.5,12.5,
66,Chimezie Metu,SAC,46,27,19,11.1,12.0,9.2,0.7,0.1,1.1,1.8,0.8,5.8,7.1,
67,Chris Boucher,TOR,55,28,27,20.8,15.4,11.8,0.4,0.0,0.9,1.1,0.5,2.8,3.4,
68,Chris Duarte,IND,38,15,23,19.1,18.7,20.1,1.4,0.1,2.4,3.5,1.6,7.6,8.4,
69,Chris Paul,PHX,40,21,19,32.0,58.3,62.5,9.0,1.1,17.3,23.0,11.1,15.4,19.1,
70,Chris Silva,DAL,1,1,0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
71,Christian Braun,DEN,56,39,17,15.4,12.8,10.6,0.8,0.1,1.3,1.9,0.9,6.2,7.0,
72,Christian Koloko,TOR,45,21,24,14.6,11.7,9.0,0.5,0.1,0.7,1.2,0.6,4.2,5.1,
73,Christian Wood,DAL,49,27,22,27.6,31.9,29.7,1.7,0.3,3.2,4.6,2.2,5.4,7.0,
74,Chuma Okeke,ORL,19,5,14,21.3,19.1,13.5,1.4,0.2,2.3,3.5,1.6,7.2,8.6,
75,Clint Capela,ATL,44,24,20,26.8,26.1,14.9,0.8,0.2,1.5,2.1,1.1,3.2,4.3,
76,Coby White,CHI,51,23,28,22.4,24.8,26.1,2.1,0.4,3.9,5.2,2.6,8.3,10.6,
77,Cody Martin,CHA,7,2,5,19.1,15.1,13.6,1.6,0.0,2.4,4.1,1.6,10.4,10.4,
78,Cody Zeller,MIA,2,0,2,15.6,22.5,19.0,1.5,0.0,2.5,5.0,2.0,6.7,8.9,
79,Cole Anthony,ORL,41,19,22,24.7,39.4,40.0,4.1,0.4,7.2,10.8,4.9,10.5,12.5,
80,Cole Swider,LAL,6,1,5,6.7,7.5,5.3,0.7,0.0,1.0,1.7,0.7,8.9,8.9,
81,Collin Sexton,UTA,47,24,23,24.0,31.2,38.5,2.9,0.3,5.9,7.5,3.4,9.2,10.8,
82,Corey Kispert,WAS,51,24,27,27.0,21.7,19.8,1.2,0.2,2.3,3.2,1.6,5.6,7.2,
83,Cory Joseph,DET,42,10,32,15.7,26.9,29.7,3.2,0.2,5.0,8.6,3.7,12.0,13.7,
84,D'Angelo Russell,LAL,58,30,28,32.4,62.3,67.7,6.1,0.7,10.3,15.6,7.5,9.8,12.0,
85,Daishen Nix,HOU,42,11,31,15.7,29.3,27.8,2.5,0.3,4.9,6.2,3.0,8.5,10.3,
86,Dalano Banton,TOR,26,14,12,9.5,15.3,15.8,1.1,0.1,1.8,2.8,1.3,7.3,8.5,
87,Dalen Terry,CHI,23,11,12,5.4,5.7,5.1,0.6,0.0,0.9,1.3,0.5,10.6,9.1,
88,Damian Jones,UTA,24,7,17,8.2,7.0,4.7,0.2,0.1,0.5,0.7,0.4,3.0,5.4,
89,Damian Lillard,POR,46,23,23,36.2,57.3,75.1,7.3,1.0,12.9,19.0,9.1,12.7,15.8,
90,Damion Lee,PHX,61,33,28,22.0,21.7,20.9,1.5,0.2,3.0,4.0,1.9,7.1,8.8,
91,Daniel Gafford,WAS,57,26,31,18.6,19.3,12.9,0.9,0.1,1.2,2.3,1.0,4.7,5.3,
92,Daniel Theis,IND,7,1,6,15.5,16.3,17.6,1.3,0.1,1.6,3.4,1.4,7.9,8.8,
93,Danny Green,CLE,5,1,4,13.2,12.8,10.6,0.4,0.2,1.4,1.2,0.6,3.1,4.7,
94,Danuel House Jr.,PHI,37,24,13,14.8,12.3,11.1,0.7,0.2,1.3,1.8,0.9,5.5,7.2,
95,Dario Saric,OKC,40,18,22,14.3,15.7,12.7,1.5,0.1,2.2,3.7,1.7,9.6,10.5,
96,Darius Bazley,PHX,36,16,20,15.4,17.4,11.9,0.9,0.1,1.4,2.3,1.0,5.1,5.6,
97,Darius Days,HOU,4,0,4,6.2,7.5,5.5,0.3,0.0,0.8,0.8,0.3,3.3,3.3,
98,Darius Garland,CLE,53,28,25,35.1,53.0,69.5,7.8,1.0,13.1,18.6,9.5,14.7,17.8,
99,David Duke Jr.,BKN,16,7,9,8.8,7.5,9.1,0.8,0.0,1.6,2.3,0.9,10.0,11.7,
100,David Roddy,MEM,48,30,18,17.4,12.1,12.6,0.6,0.1,1.4,1.6,0.8,5.2,6.7,
101,Davion Mitchell,SAC,58,33,25,17.9,27.2,29.9,2.2,0.4,4.4,6.0,2.9,7.9,10.6,
102,Davis Bertans,DAL,34,17,17,10.6,8.7,8.0,0.4,0.1,0.7,0.9,0.4,4.1,5.1,
103,Davon Reed,LAL,38,25,13,8.8,12.6,10.4,0.6,0.1,1.1,1.3,0.7,4.4,5.4,
104,Day'Ron Sharpe,BKN,33,16,17,10.4,12.3,8.5,0.8,0.0,1.3,1.9,0.8,6.1,6.9,
105,De'Aaron Fox,SAC,54,33,21,34.1,53.3,67.9,6.2,0.4,12.1,16.4,7.3,11.7,13.7,
106,De'Andre Hunter,ATL,50,28,22,31.9,22.5,23.1,1.4,0.1,2.8,3.6,1.6,6.2,7.3,
107,De'Anthony Melton,PHI,56,37,19,28.1,38.6,32.9,2.7,0.4,5.2,7.6,3.5,6.9,9.2,
108,DeAndre Jordan,DEN,34,21,13,14.6,14.4,11.0,0.9,0.0,1.4,2.3,1.0,6.3,6.9,
109,DeMar DeRozan,CHI,53,25,28,36.1,35.5,52.5,5.1,1.2,9.5,13.3,6.7,14.3,18.9,
110,Dean Wade,CLE,33,22,11,20.8,17.6,12.6,0.8,0.2,1.7,2.4,1.1,4.8,6.0,
111,Deandre Ayton,PHX,52,25,27,30.2,35.5,28.0,2.0,0.2,2.8,4.9,2.2,5.6,6.3,
112,Dejounte Murray,ATL,55,28,27,36.5,49.0,58.4,6.1,0.5,10.4,15.0,7.0,12.5,14.3,
113,Delon Wright,WAS,30,19,11,22.5,37.5,35.9,3.6,0.4,6.9,9.6,4.5,9.7,11.9,
114,Deni Avdija,WAS,57,27,30,26.3,32.1,25.2,2.6,0.4,4.7,6.8,3.3,8.0,10.3,
115,Dennis Schroder,LAL,47,24,23,29.9,38.5,42.6,4.1,0.6,8.0,10.8,5.2,10.8,13.4,
116,Dennis Smith Jr.,CHA,40,13,27,25.1,38.7,40.8,4.4,0.4,8.9,11.8,5.5,11.2,14.2,
117,Deonte Burton,SAC,2,1,1,3.3,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
118,Dereon Seabron,NOP,5,2,3,2.3,1.6,2.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,
119,Derrick Jones Jr.,CHI,46,18,28,14.9,14.8,11.0,0.6,0.1,1.0,1.8,0.8,4.2,5.3,
120,Derrick Rose,NYK,27,12,15,12.5,19.1,22.6,1.7,0.1,3.0,4.2,2.0,8.9,10.3,
121,Derrick White,BOS,61,44,17,27.6,34.3,35.4,3.8,0.5,6.1,9.9,4.4,11.1,12.9,
122,Desmond Bane,MEM,37,23,14,31.1,39.2,45.9,4.1,0.7,7.5,10.6,5.2,10.5,13.3,
123,Devin Booker,PHX,34,22,12,33.9,35.1,54.8,5.6,1.0,11.1,14.6,7.1,16.0,20.1,
124,Devin Vassell,SAS,29,8,21,31.3,33.9,40.1,3.6,0.6,6.6,9.4,4.4,10.6,13.0,
125,Devon Dotson,WAS,6,1,5,8.9,14.0,12.0,1.3,0.0,3.0,3.3,1.3,9.5,9.5,
126,Devonte' Graham,SAS,59,27,32,16.6,24.7,25.3,2.4,0.2,4.4,5.7,2.7,9.9,11.1,
127,Dewayne Dedmon,PHI,30,17,13,11.7,14.2,10.7,0.5,0.0,1.0,1.3,0.6,3.8,4.2,
128,Dillon Brooks,MEM,54,33,21,30.4,24.8,31.9,2.5,0.3,4.4,6.3,3.0,10.2,12.3,
129,Domantas Sabonis,SAC,57,33,24,34.5,64.3,50.2,6.9,0.3,12.2,18.3,7.6,10.7,11.9,
130,Dominick Barlow,SAS,11,0,11,10.1,9.0,6.9,0.6,0.0,1.3,1.8,0.7,7.1,8.1,
131,Donovan Mitchell,CLE,52,33,19,35.5,41.2,58.1,4.8,0.8,9.1,12.2,6.2,11.6,14.9,
132,Donte DiVincenzo,GSW,49,27,22,25.4,37.6,32.6,3.2,0.7,5.8,8.6,4.4,8.6,11.7,
133,Dorian Finney-Smith,BKN,45,21,24,31.8,29.8,24.5,1.4,0.4,3.2,3.9,2.0,4.8,6.7,
134,Doug McDermott,SAS,52,14,38,20.5,18.0,19.6,1.5,0.3,2.8,3.7,1.9,8.1,10.4,
135,Draymond Green,GSW,52,27,25,31.6,62.5,48.7,6.9,0.7,13.6,18.5,8.5,11.0,13.6,
136,Drew Eubanks,POR,57,26,31,19.6,20.8,13.2,1.2,0.1,2.2,3.2,1.4,5.6,6.6,
137,Dru Smith,BKN,8,4,4,12.1,16.4,15.3,1.3,0.0,2.5,2.6,1.4,7.6,8.4,
138,Duane Washington Jr.,PHX,31,17,14,12.7,19.3,24.7,2.0,0.2,4.0,5.3,2.5,10.6,12.7,
139,Duncan Robinson,MIA,31,14,17,17.7,17.4,18.2,1.2,0.2,2.7,3.2,1.7,6.9,9.9,
140,Dwight Powell,DAL,56,31,25,19.8,19.8,13.3,0.8,0.1,1.7,2.2,1.0,4.1,5.2,
141,Dyson Daniels,NOP,40,21,19,19.5,23.7,18.6,2.5,0.2,4.5,6.3,3.0,10.3,12.4,
142,Edmond Sumner,BKN,46,28,18,14.5,16.5,19.3,1.4,0.3,2.6,3.5,1.8,8.7,11.2,
143,Eric Gordon,LAC,50,14,36,29.7,27.1,33.8,3.0,0.4,5.2,7.5,3.8,10.9,13.9,
144,Eugene Omoruyi,OKC,23,9,14,11.8,8.6,8.3,0.5,0.0,0.7,1.1,0.5,5.6,6.1,
145,Evan Fournier,NYK,23,13,10,18.0,15.2,17.0,1.5,0.2,2.9,3.9,1.8,10.0,11.7,
146,Evan Mobley,CLE,61,36,25,34.2,41.8,30.4,2.6,0.4,4.6,6.9,3.3,6.3,7.9,
147,Facundo Campazzo,DAL,8,2,6,6.5,12.0,11.6,1.1,0.0,2.6,3.5,1.5,9.4,12.5,
148,Frank Kaminsky,HOU,29,11,18,6.9,11.7,9.4,0.9,0.0,1.6,2.4,1.1,7.9,9.1,
149,Frank Ntilikina,DAL,37,18,19,12.2,12.8,12.5,1.2,0.1,2.0,3.3,1.3,9.3,10.4,
150,Franz Wagner,ORL,60,24,36,33.1,35.4,43.1,3.5,0.3,7.2,9.5,4.4,9.8,12.3,
151,Fred VanVleet,TOR,50,24,26,36.9,61.9,69.1,6.6,0.7,12.7,16.6,7.9,10.7,12.7,
152,Furkan Korkmaz,PHI,25,17,8,10.2,10.5,11.4,0.7,0.2,1.7,1.8,1.0,6.9,9.5,
153,Gabe Vincent,MIA,47,25,22,26.2,32.0,35.3,2.6,0.3,5.0,6.7,3.1,8.0,9.7,
154,Garrett Temple,NOP,19,11,8,7.0,6.8,6.3,0.5,0.2,1.1,1.2,0.8,7.8,11.6,
155,Garrison Mathews,ATL,47,13,34,12.9,9.6,9.9,0.5,0.1,0.8,1.3,0.6,5.1,6.2,
156,Gary Harris,ORL,32,13,19,24.7,13.8,17.3,1.2,0.2,2.4,3.3,1.6,8.8,11.3,
157,Gary Payton II,GSW,15,8,7,17.0,19.1,11.8,1.5,0.1,3.0,4.0,1.7,7.7,8.7,
158,Gary Trent Jr.,TOR,52,25,27,33.8,22.8,33.9,1.7,0.3,3.4,4.4,2.1,7.3,9.3,
159,George Hill,IND,36,24,12,18.8,26.6,26.0,2.5,0.2,4.4,6.2,2.8,9.3,10.5,
160,Georges Niang,PHI,57,38,19,19.6,22.0,16.7,1.1,0.1,1.5,3.0,1.3,5.1,6.0,
161,Giannis Antetokounmpo,MIL,48,36,12,32.5,46.3,56.3,5.4,0.6,11.1,14.1,6.2,11.6,13.4,
162,Goga Bitadze,ORL,22,8,14,9.6,11.2,8.8,0.9,0.1,1.1,2.2,1.0,7.7,8.5,
163,Goran Dragic,CHI,50,22,28,15.5,26.1,27.3,2.7,0.3,4.8,6.9,3.5,10.5,13.2,
164,Gordon Hayward,CHA,36,14,22,31.2,32.0,34.5,3.6,0.6,6.9,9.2,4.6,11.3,14.2,
165,Gorgui Dieng,SAS,21,2,19,9.6,13.6,12.7,1.4,0.0,2.7,3.5,1.6,10.1,11.5,
166,Grant Williams,BOS,60,44,16,27.5,22.9,18.4,1.8,0.2,2.8,5.0,2.1,7.9,9.2,
167,Grayson Allen,MIL,55,40,15,27.6,25.8,25.6,2.4,0.5,4.5,6.4,3.1,9.4,12.0,
168,Greg Brown III,POR,16,10,6,5.8,2.8,3.2,0.2,0.0,0.3,0.5,0.2,6.7,6.7,
169,Hamidou Diallo,DET,51,12,39,16.8,17.1,14.6,0.9,0.1,1.5,2.4,1.0,5.4,6.1,
170,Harrison Barnes,SAC,59,34,25,32.6,33.6,27.7,1.6,0.3,3.6,4.3,2.1,4.7,6.2,
171,Haywood Highsmith,MIA,44,23,21,19.4,15.6,11.8,0.7,0.1,1.9,2.0,0.9,4.4,5.5,
172,Herbert Jones,NOP,45,19,26,28.6,30.6,24.2,2.2,0.2,4.0,5.4,2.5,7.1,8.1,
173,Immanuel Quickley,NYK,61,35,26,27.8,33.6,37.2,3.1,0.4,6.0,8.0,3.7,9.3,11.0,
174,Isaac Okoro,CLE,63,38,25,21.2,14.1,12.0,1.1,0.2,1.8,2.7,1.4,8.1,10.2,
175,Isaiah Hartenstein,NYK,62,35,27,19.7,24.2,12.5,0.9,0.1,1.9,2.2,1.0,3.6,4.3,
176,Isaiah Jackson,IND,45,17,28,15.3,15.0,12.8,0.9,0.1,1.5,2.4,1.2,5.9,7.8,
177,Isaiah Joe,OKC,51,25,26,16.2,13.7,14.6,1.1,0.2,1.8,2.8,1.4,7.7,10.3,
178,Isaiah Livers,DET,38,9,29,21.3,17.7,14.1,0.6,0.1,1.4,1.5,0.7,3.4,4.2,
179,Isaiah Mobley,CLE,8,5,3,3.3,3.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
180,Isaiah Roby,SAS,41,9,32,11.3,13.6,10.4,0.9,0.0,1.8,2.3,1.0,6.8,7.7,
181,Isaiah Stewart,DET,49,12,37,28.3,27.4,21.1,1.4,0.1,2.2,3.5,1.5,5.1,5.6,
182,Isaiah Todd,WAS,4,2,2,3.1,3.3,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
183,Ish Smith,DEN,31,20,11,10.2,18.8,19.8,2.4,0.3,4.5,6.2,2.9,12.8,15.4,
184,Ish Wainright,PHX,43,23,20,15.5,11.0,9.7,1.0,0.1,1.5,2.6,1.1,9.1,9.9,
185,Ivica Zubac,LAC,59,32,27,29.4,32.7,19.4,1.1,0.2,1.8,2.6,1.3,3.2,4.0,
186,JD Davison,BOS,6,5,1,2.3,1.7,2.5,0.2,0.0,0.3,0.3,0.2,10.0,10.0,
187,JT Thor,CHA,49,14,35,11.0,10.6,7.1,0.4,0.0,0.8,1.0,0.5,3.6,4.4,
188,Ja Morant,MEM,50,32,18,32.6,48.3,65.3,8.1,0.7,14.4,20.4,9.4,16.9,19.4,
189,JaMychal Green,GSW,40,20,20,14.7,17.3,13.9,1.0,0.1,2.0,2.6,1.1,5.5,6.2,
190,JaVale McGee,DAL,36,17,19,8.1,7.6,5.7,0.3,0.0,0.5,0.7,0.3,3.6,4.0,
191,Jabari Smith Jr.,HOU,56,12,44,30.0,31.2,24.0,1.2,0.2,2.0,2.9,1.5,3.8,4.8,
192,Jabari Walker,POR,39,19,20,9.0,7.2,5.4,0.5,0.1,1.0,1.4,0.7,7.5,9.3,
193,Jack White,DEN,15,12,3,3.2,3.3,2.7,0.1,0.0,0.0,0.3,0.1,4.1,4.1,
194,Jaden Hardy,DAL,32,16,16,11.6,11.3,14.8,0.8,0.2,1.9,2.4,1.2,7.2,10.5,
195,Jaden Ivey,DET,56,15,41,30.1,34.4,43.6,4.7,0.3,8.6,12.4,5.6,13.6,16.1,
196,Jaden McDaniels,MIN,59,30,29,30.5,27.1,23.9,2.0,0.3,3.3,5.2,2.5,7.5,9.1,
197,Jaden Springer,PHI,7,7,0,3.7,1.4,2.4,0.1,0.0,0.1,0.4,0.1,10.0,10.0,
198,Jae Crowder,MIL,1,1,0,16.0,17.0,10.0,0.0,1.0,1.0,0.0,1.0,0.0,5.9,
199,Jae'Sean Tate,HOU,21,3,18,21.4,30.7,29.4,2.6,0.2,5.8,7.0,3.1,8.5,10.1,
200,Jake LaRavia,MEM,31,21,10,12.4,11.2,8.3,0.7,0.2,1.4,1.7,0.8,6.1,7.5,
201,Jakob Poeltl,TOR,50,15,35,26.2,41.6,29.2,2.9,0.3,4.7,7.4,3.5,7.1,8.4,
202,Jalen Brunson,NYK,58,33,25,35.1,59.1,71.7,6.2,0.7,12.1,16.6,7.6,10.5,12.9,
203,Jalen Duren,DET,51,14,37,25.2,27.2,13.9,1.1,0.1,1.7,2.8,1.3,3.9,4.8,
204,Jalen Green,HOU,54,11,43,33.9,40.1,53.4,3.6,0.6,6.7,9.2,4.7,9.0,11.7,
205,Jalen Johnson,ATL,56,28,28,14.5,15.5,8.6,0.9,0.0,1.6,2.2,1.0,5.9,6.3,
206,Jalen McDaniels,PHI,61,19,42,25.9,28.5,23.0,1.9,0.2,3.4,4.9,2.2,6.7,7.9,
207,Jalen Smith,IND,52,25,27,18.2,20.0,16.5,0.9,0.2,1.3,2.4,1.1,4.6,5.7,
208,Jalen Suggs,ORL,36,14,22,23.0,33.4,32.3,3.3,0.2,5.3,8.1,3.7,10.0,11.0,
209,Jalen Williams,OKC,55,26,29,29.2,30.1,31.3,2.9,0.4,5.0,7.3,3.5,9.6,11.5,
210,Jamal Cain,MIA,14,8,6,13.3,8.3,7.1,0.6,0.1,1.0,1.7,0.7,7.8,8.6,
211,Jamal Murray,DEN,47,33,14,32.4,48.8,59.7,5.8,0.8,9.9,14.5,7.3,12.0,14.9,
212,Jamaree Bouyea,MIA,4,2,2,16.3,23.3,21.5,1.0,0.0,1.8,2.3,1.3,4.3,5.4,
213,James Bouknight,CHA,26,5,21,13.6,11.9,13.1,1.1,0.0,1.7,2.5,1.1,9.0,9.0,
214,James Harden,PHI,43,29,14,36.6,69.2,78.4,10.7,1.2,17.1,27.7,13.3,15.4,19.3,
215,James Johnson,IND,12,5,7,8.2,7.8,7.7,0.6,0.1,1.6,1.8,0.8,7.5,10.8,
216,James Wiseman,DET,24,9,15,13.7,17.0,10.7,0.6,0.0,0.8,1.5,0.6,3.4,3.4,
217,Jared Rhoden,DET,1,0,1,12.0,8.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
218,Jaren Jackson Jr.,MEM,42,26,16,27.2,21.9,22.8,0.9,0.2,1.7,2.2,1.2,3.9,5.3,
219,Jarred Vanderbilt,LAL,56,28,28,23.9,24.5,17.7,2.7,0.2,4.7,7.5,3.2,11.1,13.0,
220,Jarrett Allen,CLE,56,35,21,33.2,30.9,23.7,1.7,0.2,3.0,4.5,2.0,5.4,6.5,
221,Jarrett Culver,ATL,10,5,5,13.7,14.3,9.6,0.6,0.0,1.6,1.4,0.6,4.2,4.2,
222,Jason Preston,LAC,13,3,10,9.4,19.0,19.5,2.1,0.2,3.6,5.3,2.5,10.9,13.4,
223,Javonte Green,CHI,28,11,17,16.0,18.4,12.9,0.8,0.1,1.3,2.0,0.9,4.5,5.1,
